V1,sample,spot_name,cluster
107,A1,16x22_A1,1
108,A1,16x23_A1,1
109,A1,16x24_A1,1
110,A1,16x25_A1,1
111,A1,16x26_A1,1
112,A1,16x27_A1,1
113,A1,17x13_A1,1
114,A1,17x15_A1,1
115,A1,17x16_A1,1
116,A1,17x17_A1,1
117,A1,17x18_A1,1
118,A1,17x19_A1,1
119,A1,17x20_A1,1
120,A1,17x21_A1,1
121,A1,17x22_A1,1
122,A1,17x23_A1,1
123,A1,17x24_A1,1
124,A1,17x25_A1,1
125,A1,17x26_A1,1
126,A1,17x27_A1,1
127,A1,18x13_A1,1
128,A1,18x14_A1,1
129,A1,18x15_A1,1
130,A1,18x16_A1,1
131,A1,18x17_A1,1
132,A1,18x18_A1,1
133,A1,18x19_A1,1
134,A1,18x21_A1,1
135,A1,18x22_A1,1
136,A1,18x23_A1,1
137,A1,18x24_A1,1
138,A1,18x25_A1,1
139,A1,18x26_A1,1
140,A1,18x27_A1,1
141,A1,19x12_A1,6
142,A1,19x13_A1,6
143,A1,19x14_A1,1
144,A1,19x15_A1,1
145,A1,19x16_A1,1
146,A1,19x17_A1,1
147,A1,19x18_A1,1
148,A1,19x19_A1,1
149,A1,19x20_A1,1
150,A1,19x21_A1,1
151,A1,19x22_A1,1
152,A1,19x23_A1,1
153,A1,19x24_A1,1
154,A1,19x25_A1,1
155,A1,19x26_A1,1
156,A1,19x27_A1,1
157,A1,20x12_A1,6
158,A1,20x13_A1,6
159,A1,20x14_A1,1
160,A1,20x15_A1,1
161,A1,20x16_A1,1
162,A1,20x17_A1,1
163,A1,20x18_A1,1
164,A1,20x19_A1,1
165,A1,20x20_A1,1
166,A1,20x21_A1,1
167,A1,20x22_A1,1
168,A1,20x23_A1,1
169,A1,20x24_A1,1
170,A1,20x25_A1,1
171,A1,20x26_A1,1
172,A1,20x27_A1,1
173,A1,21x12_A1,6
174,A1,21x13_A1,6
175,A1,21x14_A1,6
176,A1,21x15_A1,1
177,A1,21x16_A1,6
178,A1,21x17_A1,6
179,A1,21x18_A1,1
180,A1,21x19_A1,1
181,A1,21x20_A1,1
182,A1,21x21_A1,1
183,A1,21x22_A1,1
184,A1,21x23_A1,1
185,A1,21x24_A1,1
186,A1,21x25_A1,1
187,A1,21x26_A1,1
188,A1,21x27_A1,1
189,A1,22x12_A1,6
190,A1,22x13_A1,6
191,A1,22x14_A1,6
192,A1,22x15_A1,6
193,A1,22x16_A1,6
194,A1,22x17_A1,6
195,A1,22x18_A1,1
196,A1,22x19_A1,1
197,A1,22x20_A1,1
198,A1,22x21_A1,1
199,A1,22x22_A1,1
200,A1,22x23_A1,1
201,A1,22x24_A1,1
202,A1,22x25_A1,1
203,A1,22x26_A1,1
204,A1,22x27_A1,1
205,A1,23x12_A1,6
206,A1,23x13_A1,6
207,A1,23x14_A1,6
208,A1,23x15_A1,6
209,A1,23x16_A1,6
210,A1,23x17_A1,6
211,A1,23x18_A1,6
212,A1,23x19_A1,1
213,A1,23x20_A1,1
214,A1,23x21_A1,1
215,A1,23x22_A1,1
216,A1,23x23_A1,6
217,A1,23x24_A1,6
218,A1,23x25_A1,6
219,A1,23x26_A1,6
220,A1,24x13_A1,6
221,A1,24x14_A1,6
222,A1,24x15_A1,6
223,A1,24x16_A1,6
224,A1,24x17_A1,6
225,A1,24x18_A1,6
226,A1,24x19_A1,6
227,A1,24x20_A1,6
228,A1,24x21_A1,6
229,A1,24x22_A1,6
230,A1,24x23_A1,6
231,A1,24x24_A1,6
232,A1,24x25_A1,6
233,A1,24x26_A1,6
234,A1,24x27_A1,6
235,A1,25x12_A1,6
236,A1,25x13_A1,6
237,A1,25x14_A1,6
238,A1,25x15_A1,6
239,A1,25x16_A1,6
240,A1,25x17_A1,6
241,A1,25x18_A1,6
242,A1,25x19_A1,6
243,A1,25x20_A1,6
244,A1,25x21_A1,6
245,A1,25x22_A1,6
246,A1,25x23_A1,6
247,A1,25x24_A1,6
248,A1,25x25_A1,6
249,A1,25x26_A1,6
250,A1,26x12_A1,6
251,A1,26x13_A1,6
252,A1,26x14_A1,6
253,A1,26x15_A1,6
254,A1,26x16_A1,6
255,A1,26x17_A1,6
256,A1,26x18_A1,6
257,A1,26x19_A1,6
258,A1,3x14_A1,6
259,A1,3x17_A1,5
260,A1,3x18_A1,5
261,A1,3x19_A1,5
262,A1,3x20_A1,5
263,A1,3x21_A1,5
264,A1,4x14_A1,6
265,A1,4x15_A1,6
266,A1,4x16_A1,5
267,A1,4x17_A1,5
268,A1,4x18_A1,5
269,A1,4x19_A1,5
270,A1,4x20_A1,5
271,A1,4x21_A1,5
272,A1,4x22_A1,5
273,A1,4x23_A1,5
274,A1,4x24_A1,5
275,A1,5x14_A1,6
276,A1,5x15_A1,6
277,A1,5x16_A1,5
278,A1,5x17_A1,5
279,A1,5x18_A1,5
280,A1,5x19_A1,5
281,A1,5x20_A1,5
282,A1,5x21_A1,5
283,A1,5x22_A1,5
284,A1,5x23_A1,5
285,A1,5x24_A1,5
286,A1,5x25_A1,5
287,A1,5x27_A1,2
288,A1,5x28_A1,2
289,A1,6x14_A1,6
290,A1,6x15_A1,6
291,A1,6x16_A1,6
292,A1,6x17_A1,5
293,A1,6x18_A1,5
294,A1,6x19_A1,5
295,A1,6x20_A1,5
296,A1,6x21_A1,5
297,A1,6x22_A1,5
298,A1,6x23_A1,5
299,A1,6x24_A1,5
300,A1,6x25_A1,5
301,A1,6x28_A1,2
302,A1,7x14_A1,6
303,A1,7x15_A1,6
304,A1,7x16_A1,6
305,A1,7x17_A1,6
306,A1,7x18_A1,6
307,A1,7x19_A1,1
308,A1,7x20_A1,5
309,A1,7x21_A1,2
310,A1,7x22_A1,2
311,A1,7x23_A1,2
312,A1,7x24_A1,2
313,A1,7x25_A1,2
314,A1,7x26_A1,2
315,A1,7x27_A1,2
316,A1,7x28_A1,2
317,A1,8x14_A1,6
318,A1,8x15_A1,6
319,A1,8x16_A1,6
320,A1,8x17_A1,1
321,A1,8x18_A1,1
322,A1,8x19_A1,1
323,A1,8x20_A1,1
324,A1,8x21_A1,1
325,A1,8x22_A1,1
326,A1,8x23_A1,1
327,A1,8x24_A1,2
328,A1,8x25_A1,2
329,A1,8x26_A1,2
330,A1,8x27_A1,2
331,A1,9x13_A1,6
332,A1,9x14_A1,6
333,A1,9x15_A1,6
334,A1,9x16_A1,6
335,A1,9x17_A1,1
336,A1,9x18_A1,1
337,A1,9x19_A1,1
338,A1,9x20_A1,1
339,A1,9x21_A1,1
340,A1,9x22_A1,1
341,A1,9x23_A1,1
342,A1,9x24_A1,2
343,A1,9x25_A1,2
344,A1,9x26_A1,1
345,A1,9x27_A1,2
346,B1,10x13_B1,5
347,B1,10x14_B1,5
348,B1,10x15_B1,5
349,B1,10x16_B1,5
350,B1,10x17_B1,5
351,B1,10x18_B1,5
352,B1,10x19_B1,5
353,B1,10x20_B1,5
354,B1,10x21_B1,3
355,B1,10x22_B1,3
356,B1,10x23_B1,3
357,B1,10x24_B1,2
358,B1,10x25_B1,2
359,B1,10x26_B1,2
360,B1,10x27_B1,2
361,B1,10x28_B1,2
362,B1,10x29_B1,2
363,B1,10x30_B1,2
364,B1,11x14_B1,5
365,B1,11x15_B1,5
366,B1,11x16_B1,5
367,B1,11x18_B1,5
368,B1,11x19_B1,5
369,B1,11x20_B1,3
370,B1,11x21_B1,3
371,B1,11x22_B1,3
372,B1,11x23_B1,3
373,B1,11x24_B1,2
374,B1,11x25_B1,2
375,B1,11x26_B1,2
376,B1,11x27_B1,2
377,B1,11x28_B1,2
378,B1,11x29_B1,2
379,B1,11x30_B1,2
380,B1,12x14_B1,5
381,B1,12x15_B1,5
382,B1,12x16_B1,5
383,B1,12x17_B1,5
384,B1,12x18_B1,5
385,B1,12x19_B1,5
386,B1,12x20_B1,3
387,B1,12x21_B1,3
388,B1,12x22_B1,3
389,B1,12x23_B1,3
390,B1,12x24_B1,2
391,B1,12x25_B1,2
392,B1,12x26_B1,2
393,B1,12x27_B1,2
394,B1,12x28_B1,2
395,B1,12x29_B1,3
396,B1,12x30_B1,2
397,B1,13x15_B1,5
398,B1,13x16_B1,5
399,B1,13x17_B1,5
400,B1,13x18_B1,5
401,B1,13x19_B1,5
402,B1,13x20_B1,5
403,B1,13x21_B1,3
404,B1,13x22_B1,3
405,B1,13x23_B1,3
406,B1,13x24_B1,2
407,B1,13x25_B1,2
408,B1,13x26_B1,3
409,B1,13x27_B1,3
410,B1,13x28_B1,3
411,B1,13x29_B1,3
412,B1,14x17_B1,5
413,B1,14x18_B1,5
414,B1,14x19_B1,5
415,B1,14x20_B1,3
416,B1,14x21_B1,3
417,B1,14x22_B1,3
418,B1,14x23_B1,3
419,B1,14x24_B1,3
420,B1,14x25_B1,3
421,B1,14x26_B1,3
422,B1,14x27_B1,3
423,B1,14x28_B1,3
424,B1,14x29_B1,3
425,B1,14x30_B1,3
426,B1,15x17_B1,5
427,B1,15x18_B1,5
428,B1,15x19_B1,5
429,B1,15x20_B1,5
430,B1,15x21_B1,3
431,B1,15x25_B1,3
432,B1,15x26_B1,3
433,B1,15x27_B1,3
434,B1,15x28_B1,3
435,B1,15x29_B1,3
436,B1,15x30_B1,3
437,B1,16x18_B1,5
438,B1,16x19_B1,5
439,B1,16x20_B1,5
440,B1,16x21_B1,5
441,B1,16x22_B1,3
442,B1,16x23_B1,3
443,B1,16x24_B1,3
444,B1,16x25_B1,3
445,B1,16x26_B1,3
446,B1,16x27_B1,3
447,B1,16x28_B1,3
448,B1,16x29_B1,3
449,B1,16x30_B1,3
450,B1,17x20_B1,3
451,B1,17x21_B1,3
452,B1,17x24_B1,3
453,B1,17x25_B1,3
454,B1,17x26_B1,3
455,B1,17x27_B1,3
456,B1,17x29_B1,3
457,B1,17x30_B1,3
458,B1,18x19_B1,5
459,B1,18x21_B1,3
460,B1,18x22_B1,3
461,B1,18x23_B1,3
462,B1,18x24_B1,3
463,B1,18x25_B1,3
464,B1,18x26_B1,3
465,B1,18x28_B1,3
466,B1,18x29_B1,3
467,B1,18x30_B1,3
468,B1,19x19_B1,5
469,B1,19x23_B1,3
470,B1,19x24_B1,3
471,B1,19x25_B1,3
472,B1,19x26_B1,3
473,B1,19x28_B1,3
474,B1,19x29_B1,3
475,B1,19x30_B1,3
476,B1,20x20_B1,5
477,B1,20x21_B1,3
478,B1,20x22_B1,3
479,B1,20x23_B1,3
480,B1,20x24_B1,3
481,B1,20x25_B1,3
482,B1,20x26_B1,3
483,B1,20x27_B1,3
484,B1,20x28_B1,3
485,B1,20x29_B1,3
486,B1,20x30_B1,3
487,B1,21x23_B1,3
488,B1,21x25_B1,3
489,B1,21x26_B1,3
490,B1,21x27_B1,3
491,B1,21x28_B1,3
492,B1,21x29_B1,3
493,B1,22x22_B1,3
494,B1,22x25_B1,3
495,B1,22x26_B1,3
496,B1,22x27_B1,3
497,B1,22x28_B1,3
498,B1,22x29_B1,3
499,B1,22x30_B1,3
500,B1,23x24_B1,3
501,B1,23x25_B1,3
502,B1,23x26_B1,3
503,B1,23x28_B1,3
504,B1,23x29_B1,3
505,B1,23x30_B1,3
506,B1,24x28_B1,3
507,B1,24x29_B1,3
508,B1,24x30_B1,3
509,B1,2x24_B1,1
510,B1,2x25_B1,1
511,B1,2x26_B1,1
512,B1,2x27_B1,1
513,B1,2x28_B1,1
514,B1,2x29_B1,1
515,B1,2x30_B1,1
516,B1,2x31_B1,1
517,B1,3x19_B1,1
518,B1,3x20_B1,1
519,B1,3x21_B1,1
520,B1,3x22_B1,1
521,B1,3x23_B1,1
522,B1,3x24_B1,1
523,B1,3x25_B1,1
524,B1,3x26_B1,1
525,B1,3x27_B1,1
526,B1,3x28_B1,1
527,B1,3x29_B1,1
528,B1,3x30_B1,1
529,B1,4x16_B1,5
530,B1,4x17_B1,5
531,B1,4x18_B1,2
532,B1,4x19_B1,2
533,B1,4x20_B1,1
534,B1,4x21_B1,1
535,B1,4x22_B1,1
536,B1,4x23_B1,1
537,B1,4x24_B1,1
538,B1,4x25_B1,1
539,B1,4x26_B1,1
540,B1,4x27_B1,1
541,B1,4x28_B1,1
542,B1,4x29_B1,1
543,B1,4x30_B1,1
544,B1,5x14_B1,5
545,B1,5x15_B1,5
546,B1,5x16_B1,5
547,B1,5x17_B1,5
548,B1,5x18_B1,5
549,B1,5x19_B1,2
550,B1,5x20_B1,1
551,B1,5x21_B1,1
552,B1,5x22_B1,1
553,B1,5x23_B1,1
554,B1,5x24_B1,1
555,B1,5x25_B1,1
556,B1,5x26_B1,1
557,B1,5x27_B1,1
558,B1,5x28_B1,1
559,B1,5x29_B1,1
560,B1,5x30_B1,1
561,B1,6x11_B1,5
562,B1,6x12_B1,5
563,B1,6x13_B1,5
564,B1,6x14_B1,5
565,B1,6x15_B1,5
566,B1,6x16_B1,5
567,B1,6x17_B1,5
568,B1,6x18_B1,5
569,B1,6x19_B1,5
570,B1,6x20_B1,5
571,B1,6x21_B1,2
572,B1,6x22_B1,1
573,B1,6x23_B1,1
574,B1,6x24_B1,1
575,B1,6x25_B1,1
576,B1,6x26_B1,1
577,B1,6x27_B1,1
578,B1,6x28_B1,1
579,B1,6x29_B1,1
580,B1,6x30_B1,1
581,B1,7x11_B1,5
582,B1,7x12_B1,5
583,B1,7x13_B1,5
584,B1,7x14_B1,5
585,B1,7x15_B1,5
586,B1,7x16_B1,5
587,B1,7x17_B1,5
588,B1,7x18_B1,5
589,B1,7x19_B1,5
590,B1,7x20_B1,5
591,B1,7x21_B1,3
592,B1,7x22_B1,2
593,B1,7x23_B1,2
594,B1,7x24_B1,2
595,B1,7x25_B1,1
596,B1,7x26_B1,1
597,B1,7x27_B1,1
598,B1,7x28_B1,1
599,B1,7x29_B1,1
600,B1,7x30_B1,1
601,B1,8x12_B1,5
602,B1,8x13_B1,5
603,B1,8x14_B1,5
604,B1,8x15_B1,5
605,B1,8x16_B1,5
606,B1,8x17_B1,5
607,B1,8x18_B1,5
608,B1,8x19_B1,5
609,B1,8x20_B1,5
610,B1,8x21_B1,4
611,B1,8x22_B1,2
612,B1,8x23_B1,2
613,B1,8x24_B1,2
614,B1,8x25_B1,2
615,B1,8x26_B1,2
616,B1,8x27_B1,1
617,B1,8x28_B1,1
618,B1,8x29_B1,1
619,B1,8x30_B1,1
620,B1,9x12_B1,5
621,B1,9x13_B1,5
622,B1,9x14_B1,5
623,B1,9x15_B1,5
624,B1,9x16_B1,5
625,B1,9x17_B1,5
626,B1,9x18_B1,5
627,B1,9x19_B1,5
628,B1,9x20_B1,5
629,B1,9x21_B1,3
630,B1,9x22_B1,3
631,B1,9x23_B1,3
632,B1,9x24_B1,2
633,B1,9x25_B1,2
634,B1,9x26_B1,2
635,B1,9x27_B1,2
636,B1,9x28_B1,1
637,B1,9x29_B1,1
638,B1,9x30_B1,1
639,C1,10x16_C1,1
640,C1,10x17_C1,1
641,C1,10x18_C1,4
642,C1,10x19_C1,4
643,C1,10x20_C1,2
644,C1,10x21_C1,3
645,C1,10x22_C1,3
646,C1,11x15_C1,2
647,C1,11x16_C1,1
648,C1,11x18_C1,1
649,C1,11x19_C1,2
650,C1,11x20_C1,2
651,C1,11x21_C1,2
652,C1,11x22_C1,2
653,C1,12x14_C1,1
654,C1,12x15_C1,3
655,C1,12x16_C1,3
656,C1,12x17_C1,3
657,C1,12x18_C1,3
658,C1,12x19_C1,2
659,C1,12x20_C1,2
660,C1,12x21_C1,2
661,C1,12x22_C1,2
662,C1,12x23_C1,3
663,C1,13x13_C1,1
664,C1,13x14_C1,1
665,C1,13x15_C1,3
666,C1,13x16_C1,3
667,C1,13x17_C1,3
668,C1,13x18_C1,3
669,C1,13x19_C1,2
670,C1,13x20_C1,2
671,C1,13x21_C1,2
672,C1,13x22_C1,2
673,C1,13x23_C1,3
674,C1,14x12_C1,1
675,C1,14x13_C1,1
676,C1,14x14_C1,1
677,C1,14x15_C1,3
678,C1,14x16_C1,3
679,C1,14x17_C1,3
680,C1,14x18_C1,3
681,C1,14x19_C1,3
682,C1,14x20_C1,3
683,C1,14x21_C1,3
684,C1,14x22_C1,3
685,C1,14x23_C1,3
686,C1,15x12_C1,1
687,C1,15x13_C1,1
688,C1,15x14_C1,3
689,C1,15x15_C1,3
690,C1,15x16_C1,3
691,C1,15x17_C1,3
692,C1,15x18_C1,3
693,C1,15x19_C1,3
694,C1,15x20_C1,3
695,C1,15x21_C1,3
696,C1,15x22_C1,3
697,C1,15x23_C1,3
698,C1,15x24_C1,3
699,C1,16x11_C1,3
700,C1,16x12_C1,3
701,C1,16x13_C1,3
702,C1,16x14_C1,3
703,C1,16x15_C1,3
704,C1,16x16_C1,3
705,C1,16x17_C1,3
706,C1,16x18_C1,3
707,C1,16x19_C1,3
708,C1,16x20_C1,3
709,C1,16x21_C1,3
710,C1,16x22_C1,3
711,C1,16x23_C1,3
712,C1,16x24_C1,3
713,C1,17x11_C1,3
714,C1,17x12_C1,3
715,C1,17x13_C1,3
716,C1,17x15_C1,3
717,C1,17x16_C1,3
718,C1,17x17_C1,3
719,C1,17x18_C1,3
720,C1,17x19_C1,3
721,C1,17x20_C1,3
722,C1,17x21_C1,3
723,C1,17x22_C1,3
724,C1,17x23_C1,3
725,C1,17x24_C1,3
726,C1,17x25_C1,3
727,C1,18x10_C1,3
728,C1,18x11_C1,3
729,C1,18x12_C1,3
730,C1,18x13_C1,3
731,C1,18x14_C1,3
732,C1,18x15_C1,2
733,C1,18x16_C1,2
734,C1,18x17_C1,2
735,C1,18x18_C1,2
736,C1,18x19_C1,2
737,C1,18x21_C1,3
738,C1,18x22_C1,3
739,C1,18x23_C1,3
740,C1,18x24_C1,3
741,C1,19x10_C1,3
742,C1,19x11_C1,3
743,C1,19x12_C1,3
744,C1,19x13_C1,3
745,C1,19x14_C1,3
746,C1,19x15_C1,2
747,C1,19x16_C1,2
748,C1,19x17_C1,2
749,C1,19x18_C1,2
750,C1,19x19_C1,3
751,C1,19x20_C1,3
752,C1,19x21_C1,3
753,C1,19x22_C1,3
754,C1,19x23_C1,3
755,C1,19x24_C1,3
756,C1,20x10_C1,3
757,C1,20x11_C1,3
758,C1,20x12_C1,3
759,C1,20x13_C1,3
760,C1,20x14_C1,3
761,C1,20x15_C1,3
762,C1,20x16_C1,2
763,C1,20x17_C1,2
764,C1,20x18_C1,2
765,C1,20x19_C1,3
766,C1,20x20_C1,3
767,C1,20x21_C1,3
768,C1,20x22_C1,3
769,C1,20x23_C1,3
770,C1,21x10_C1,3
771,C1,21x11_C1,3
772,C1,21x12_C1,3
773,C1,21x13_C1,3
774,C1,21x14_C1,3
775,C1,21x15_C1,3
776,C1,21x16_C1,2
777,C1,21x17_C1,2
778,C1,21x18_C1,2
779,C1,21x19_C1,3
780,C1,21x20_C1,3
781,C1,21x21_C1,3
782,C1,21x22_C1,3
783,C1,22x14_C1,3
784,C1,22x15_C1,3
785,C1,22x16_C1,3
786,C1,22x17_C1,2
787,C1,22x18_C1,2
788,C1,22x19_C1,3
789,C1,22x20_C1,3
790,C1,22x21_C1,3
791,C1,23x18_C1,3
792,C1,23x19_C1,3
793,C1,23x20_C1,3
794,C1,5x19_C1,4
795,C1,6x18_C1,4
796,C1,6x19_C1,4
797,C1,6x20_C1,4
798,C1,7x17_C1,4
799,C1,7x18_C1,4
800,C1,7x19_C1,4
801,C1,7x20_C1,4
802,C1,8x17_C1,4
803,C1,8x18_C1,4
804,C1,8x19_C1,4
805,C1,8x20_C1,4
806,C1,8x21_C1,4
807,C1,9x16_C1,2
808,C1,9x17_C1,4
809,C1,9x18_C1,4
810,C1,9x19_C1,4
811,C1,9x20_C1,2
812,C1,9x21_C1,3
813,D1,10x10_D1,2
814,D1,10x11_D1,2
815,D1,10x12_D1,2
816,D1,10x13_D1,6
817,D1,10x14_D1,6
818,D1,10x15_D1,6
819,D1,10x16_D1,6
820,D1,10x17_D1,6
821,D1,10x18_D1,6
822,D1,10x19_D1,6
823,D1,10x20_D1,6
824,D1,10x21_D1,6
825,D1,10x22_D1,6
826,D1,10x23_D1,6
827,D1,10x24_D1,4
828,D1,10x25_D1,4
829,D1,10x26_D1,4
830,D1,10x27_D1,4
831,D1,11x11_D1,2
832,D1,11x12_D1,2
833,D1,11x13_D1,6
834,D1,11x14_D1,6
835,D1,11x15_D1,6
836,D1,11x16_D1,6
837,D1,11x18_D1,6
838,D1,11x19_D1,6
839,D1,11x20_D1,6
840,D1,11x21_D1,6
841,D1,11x22_D1,3
842,D1,11x23_D1,4
843,D1,11x24_D1,4
844,D1,11x25_D1,4
845,D1,11x26_D1,4
846,D1,11x27_D1,4
847,D1,11x28_D1,4
848,D1,12x11_D1,2
849,D1,12x12_D1,2
850,D1,12x13_D1,6
851,D1,12x14_D1,6
852,D1,12x15_D1,6
853,D1,12x16_D1,6
854,D1,12x17_D1,6
855,D1,12x18_D1,6
856,D1,12x19_D1,6
857,D1,12x20_D1,6
858,D1,12x21_D1,3
859,D1,12x22_D1,3
860,D1,12x23_D1,3
861,D1,12x24_D1,3
862,D1,12x25_D1,4
863,D1,12x26_D1,4
864,D1,12x27_D1,4
865,D1,13x11_D1,3
866,D1,13x12_D1,3
867,D1,13x13_D1,3
868,D1,13x14_D1,6
869,D1,13x15_D1,6
870,D1,13x16_D1,6
871,D1,13x17_D1,6
872,D1,13x18_D1,6
873,D1,13x19_D1,3
874,D1,13x20_D1,3
875,D1,13x21_D1,3
876,D1,13x22_D1,3
877,D1,13x23_D1,3
878,D1,13x24_D1,3
879,D1,13x25_D1,3
880,D1,13x26_D1,4
881,D1,13x27_D1,4
882,D1,13x28_D1,4
883,D1,14x11_D1,3
884,D1,14x12_D1,3
885,D1,14x13_D1,3
886,D1,14x14_D1,3
887,D1,14x15_D1,6
888,D1,14x16_D1,6
889,D1,14x17_D1,6
890,D1,14x18_D1,6
891,D1,14x19_D1,3
892,D1,14x20_D1,3
893,D1,14x21_D1,3
894,D1,14x22_D1,3
895,D1,14x23_D1,3
896,D1,14x24_D1,3
897,D1,14x25_D1,4
898,D1,14x26_D1,4
899,D1,14x27_D1,4
900,D1,14x28_D1,4
901,D1,15x11_D1,3
902,D1,15x12_D1,3
903,D1,15x13_D1,3
904,D1,15x14_D1,3
905,D1,15x15_D1,3
906,D1,15x16_D1,3
907,D1,15x17_D1,3
908,D1,15x18_D1,3
909,D1,15x19_D1,3
910,D1,15x20_D1,3
911,D1,15x21_D1,3
912,D1,15x22_D1,3
913,D1,15x23_D1,3
914,D1,15x24_D1,4
915,D1,15x25_D1,4
916,D1,15x26_D1,4
917,D1,15x27_D1,4
918,D1,15x28_D1,4
919,D1,16x11_D1,3
920,D1,16x12_D1,3
921,D1,16x13_D1,3
922,D1,16x14_D1,3
923,D1,16x15_D1,3
924,D1,16x16_D1,3
925,D1,16x17_D1,3
926,D1,16x18_D1,3
927,D1,16x19_D1,3
928,D1,16x20_D1,3
929,D1,16x21_D1,3
930,D1,16x22_D1,4
931,D1,16x23_D1,4
932,D1,16x24_D1,4
933,D1,16x25_D1,4
934,D1,16x26_D1,4
935,D1,16x27_D1,4
936,D1,16x28_D1,4
937,D1,17x11_D1,3
938,D1,17x12_D1,3
939,D1,17x13_D1,3
940,D1,17x15_D1,3
941,D1,17x16_D1,3
942,D1,17x17_D1,3
943,D1,17x18_D1,3
944,D1,17x19_D1,3
945,D1,17x20_D1,3
946,D1,17x21_D1,3
947,D1,17x22_D1,4
948,D1,17x23_D1,4
949,D1,17x24_D1,4
950,D1,17x25_D1,4
951,D1,17x26_D1,4
952,D1,17x27_D1,4
953,D1,17x28_D1,4
954,D1,18x11_D1,3
955,D1,18x12_D1,3
956,D1,18x13_D1,3
957,D1,18x14_D1,3
958,D1,18x15_D1,3
959,D1,18x16_D1,3
960,D1,18x17_D1,3
961,D1,18x18_D1,3
962,D1,18x19_D1,3
963,D1,18x21_D1,3
964,D1,18x22_D1,4
965,D1,18x23_D1,4
966,D1,18x24_D1,4
967,D1,18x25_D1,4
968,D1,18x26_D1,4
969,D1,18x27_D1,4
970,D1,18x28_D1,4
971,D1,19x11_D1,3
972,D1,19x12_D1,3
973,D1,19x13_D1,3
974,D1,19x14_D1,3
975,D1,19x15_D1,3
976,D1,19x16_D1,3
977,D1,19x17_D1,3
978,D1,19x18_D1,3
979,D1,19x19_D1,3
980,D1,19x20_D1,3
981,D1,19x21_D1,3
982,D1,19x22_D1,4
983,D1,19x23_D1,4
984,D1,19x24_D1,4
985,D1,19x25_D1,4
986,D1,19x26_D1,4
987,D1,19x27_D1,4
988,D1,19x28_D1,4
989,D1,20x11_D1,3
990,D1,20x12_D1,3
991,D1,20x13_D1,3
992,D1,20x14_D1,3
993,D1,20x15_D1,3
994,D1,20x16_D1,3
995,D1,20x17_D1,3
996,D1,20x18_D1,3
997,D1,20x19_D1,3
