V1,sample,spot_name,cluster
156,X0_04,-1306x3394_X0_04,4
157,X0_04,-1306x3797_X0_04,5
158,X0_04,-1307x3168_X0_04,4
159,X0_04,-1307x3641_X0_04,5
160,X0_04,-1307x4135_X0_04,1
161,X0_04,-1307x4199_X0_04,1
162,X0_04,-1309x3603_X0_04,5
163,X0_04,-1309x4005_X0_04,5
164,X0_04,-1310x3755_X0_04,5
165,X0_04,-1310x4441_X0_04,1
166,X0_04,-1310x4489_X0_04,1
167,X0_04,-1311x3565_X0_04,4
168,X0_04,-1311x3687_X0_04,5
169,X0_04,-1311x3955_X0_04,5
170,X0_04,-1311x4124_X0_04,1
171,X0_04,-1312x3231_X0_04,4
172,X0_04,-1312x3283_X0_04,4
173,X0_04,-1312x3990_X0_04,5
174,X0_04,-1312x4523_X0_04,1
175,X0_04,-1313x2958_X0_04,4
176,X0_04,-1313x3511_X0_04,4
177,X0_04,-1313x4312_X0_04,1
178,X0_04,-1313x4597_X0_04,1
179,X0_04,-1314x3545_X0_04,4
180,X0_04,-1315x2886_X0_04,4
181,X0_04,-1315x2997_X0_04,4
182,X0_04,-1315x3102_X0_04,4
183,X0_04,-1315x3302_X0_04,4
184,X0_04,-1317x3216_X0_04,4
185,X0_04,-1317x3352_X0_04,4
186,X0_04,-1317x4569_X0_04,1
187,X0_04,-1318x3554_X0_04,4
188,X0_04,-1318x3726_X0_04,5
189,X0_04,-1318x4474_X0_04,1
190,X0_04,-1319x3663_X0_04,5
191,X0_04,-1319x4040_X0_04,1
192,X0_04,-1320x2897_X0_04,4
193,X0_04,-1320x3944_X0_04,5
194,X0_04,-1320x4339_X0_04,1
195,X0_04,-1321x2858_X0_04,4
196,X0_04,-1321x4098_X0_04,1
197,X0_04,-1321x4192_X0_04,1
198,X0_04,-1322x3923_X0_04,5
199,X0_04,-1322x3967_X0_04,5
200,X0_04,-1322x4207_X0_04,1
201,X0_04,-1323x3064_X0_04,4
202,X0_04,-1323x3369_X0_04,4
203,X0_04,-1323x3827_X0_04,5
204,X0_04,-1323x4411_X0_04,1
205,X0_04,-1324x4424_X0_04,1
206,X0_04,-1325x2831_X0_04,4
207,X0_04,-1325x3615_X0_04,5
208,X0_04,-1325x4081_X0_04,1
209,X0_04,-1325x4498_X0_04,1
210,X0_04,-1326x3639_X0_04,5
211,X0_04,-1328x4529_X0_04,1
212,X0_04,-1329x3234_X0_04,4
213,X0_04,-1329x4570_X0_04,1
214,X0_04,-1330x2889_X0_04,4
215,X0_04,-1330x2928_X0_04,4
216,X0_04,-1330x3010_X0_04,4
217,X0_04,-1330x3076_X0_04,4
218,X0_04,-1330x3172_X0_04,4
219,X0_04,-1330x4077_X0_04,1
220,X0_04,-1330x4134_X0_04,1
221,X0_04,-1330x4552_X0_04,1
222,X0_04,-1331x3632_X0_04,5
223,X0_04,-1332x2985_X0_04,4
224,X0_04,-1332x3946_X0_04,5
225,X0_04,-1332x4439_X0_04,1
226,X0_04,-1332x4472_X0_04,1
227,X0_04,-1333x3518_X0_04,4
228,X0_04,-1333x3898_X0_04,5
229,X0_04,-1333x4164_X0_04,1
230,X0_04,-1334x3253_X0_04,4
231,X0_04,-1334x3395_X0_04,4
232,X0_04,-1334x3984_X0_04,5
233,X0_04,-1334x4112_X0_04,1
234,X0_04,-1335x3227_X0_04,4
235,X0_04,-1335x3586_X0_04,4
236,X0_04,-1335x3907_X0_04,5
237,X0_04,-1335x4404_X0_04,1
238,X0_04,-1336x4488_X0_04,1
239,X0_04,-1336x4602_X0_04,1
240,X0_04,-1337x3302_X0_04,4
241,X0_04,-1338x2825_X0_04,4
242,X0_04,-1338x3892_X0_04,5
243,X0_04,-1338x4125_X0_04,1
244,X0_04,-1338x4504_X0_04,1
245,X0_04,-1338x4570_X0_04,1
246,X0_04,-1339x3147_X0_04,4
247,X0_04,-1339x4373_X0_04,1
248,X0_04,-1340x2978_X0_04,4
249,X0_04,-1340x3113_X0_04,4
250,X0_04,-1340x3123_X0_04,4
251,X0_04,-1340x3429_X0_04,4
252,X0_04,-1340x3709_X0_04,5
253,X0_04,-1341x3278_X0_04,4
254,X0_04,-1341x3315_X0_04,4
255,X0_04,-1342x4043_X0_04,1
256,X0_04,-1342x4540_X0_04,1
257,X0_04,-1343x4440_X0_04,1
258,X0_04,-1343x4483_X0_04,1
259,X0_04,-1344x2932_X0_04,4
260,X0_04,-1344x3141_X0_04,4
261,X0_04,-1344x3197_X0_04,4
262,X0_04,-1344x3214_X0_04,4
263,X0_04,-1345x3092_X0_04,4
264,X0_04,-1345x4020_X0_04,1
265,X0_04,-1345x4056_X0_04,1
266,X0_04,-1345x4353_X0_04,1
267,X0_04,-1345x4556_X0_04,1
268,X0_04,-1346x3731_X0_04,5
269,X0_04,-1346x4521_X0_04,1
270,X0_04,-1347x4422_X0_04,1
271,X0_04,-1347x4459_X0_04,1
272,X0_04,-1347x4599_X0_04,1
273,X0_04,-1348x3657_X0_04,5
274,X0_04,-1349x3486_X0_04,4
275,X0_04,-1349x3561_X0_04,4
276,X0_04,-1349x3629_X0_04,5
277,X0_04,-1349x3719_X0_04,5
278,X0_04,-1349x3832_X0_04,5
279,X0_04,-1349x4075_X0_04,1
280,X0_04,-1349x4181_X0_04,1
281,X0_04,-1349x4321_X0_04,1
282,X0_04,-1349x4588_X0_04,1
283,X0_04,-1350x3495_X0_04,4
284,X0_04,-1350x3937_X0_04,5
285,X0_04,-1350x3968_X0_04,5
286,X0_04,-1351x3795_X0_04,5
287,X0_04,-1351x3882_X0_04,5
288,X0_04,-1351x4346_X0_04,1
289,X0_04,-1351x4473_X0_04,1
290,X0_04,-1352x3839_X0_04,5
291,X0_04,-1352x4577_X0_04,1
292,X0_04,-1353x2976_X0_04,4
293,X0_04,-1353x3545_X0_04,4
294,X0_04,-1353x3868_X0_04,5
295,X0_04,-1354x3029_X0_04,4
296,X0_04,-1355x3698_X0_04,5
297,X0_04,-1355x4538_X0_04,1
298,X0_04,-1356x3167_X0_04,4
299,X0_04,-1356x3521_X0_04,4
300,X0_04,-1356x4453_X0_04,1
301,X0_04,-1357x2963_X0_04,4
302,X0_04,-1357x3282_X0_04,4
303,X0_04,-1357x3957_X0_04,5
304,X0_04,-1358x3155_X0_04,4
305,X0_04,-1359x3205_X0_04,4
306,X0_04,-1359x3769_X0_04,5
307,X0_04,-1360x3327_X0_04,4
308,X0_04,-1360x3924_X0_04,8
309,X0_04,-1361x4512_X0_04,1
310,X0_04,-1362x3117_X0_04,4
311,X0_04,-1362x3650_X0_04,5
312,X0_04,-1362x4143_X0_04,1
313,X0_04,-1362x4368_X0_04,1
314,X0_04,-1364x2825_X0_04,4
315,X0_04,-1364x3104_X0_04,4
316,X0_04,-1364x4000_X0_04,1
317,X0_04,-1365x3076_X0_04,4
318,X0_04,-1365x4412_X0_04,1
319,X0_04,-1366x3451_X0_04,4
320,X0_04,-1366x3780_X0_04,5
321,X0_04,-1366x4498_X0_04,1
322,X0_04,-1367x2849_X0_04,4
323,X0_04,-1367x4054_X0_04,1
324,X0_04,-1368x2867_X0_04,4
325,X0_04,-1368x2987_X0_04,4
326,X0_04,-1368x3481_X0_04,4
327,X0_04,-1369x3634_X0_04,5
328,X0_04,-1369x3851_X0_04,5
329,X0_04,-1370x4537_X0_04,1
330,X0_04,-1371x3005_X0_04,4
331,X0_04,-1371x3574_X0_04,4
332,X0_04,-1372x4030_X0_04,1
333,X0_04,-1372x4447_X0_04,1
334,X0_04,-1372x4561_X0_04,1
335,X0_04,-1373x3529_X0_04,4
336,X0_04,-1373x3823_X0_04,5
337,X0_04,-1374x3933_X0_04,5
338,X0_04,-1375x2904_X0_04,4
339,X0_04,-1375x3875_X0_04,5
340,X0_04,-1376x3322_X0_04,4
341,X0_04,-1376x4327_X0_04,1
342,X0_04,-1376x4520_X0_04,1
343,X0_04,-1377x3403_X0_04,4
344,X0_04,-1377x3645_X0_04,5
345,X0_04,-1377x3691_X0_04,5
346,X0_04,-1377x4110_X0_04,1
347,X0_04,-1379x3212_X0_04,4
348,X0_04,-1379x4383_X0_04,1
349,X0_04,-1380x3147_X0_04,4
350,X0_04,-1380x4478_X0_04,1
351,X0_04,-1381x3056_X0_04,4
352,X0_04,-1381x3985_X0_04,1
353,X0_04,-1381x4494_X0_04,1
354,X0_04,-1381x4583_X0_04,1
355,X0_04,-1382x2941_X0_04,4
356,X0_04,-1382x3177_X0_04,4
357,X0_04,-1383x3854_X0_04,5
358,X0_04,-1384x4575_X0_04,1
359,X0_04,-1385x4345_X0_04,1
360,X0_04,-1386x3148_X0_04,4
361,X0_04,-1386x3516_X0_04,4
362,X0_04,-1386x4156_X0_04,1
363,X0_04,-1387x4082_X0_04,1
364,X0_04,-1387x4361_X0_04,1
365,X0_04,-1387x4430_X0_04,1
366,X0_04,-1388x2826_X0_04,4
367,X0_04,-1388x3960_X0_04,5
368,X0_04,-1389x3585_X0_04,5
369,X0_04,-1389x3666_X0_04,5
370,X0_04,-1389x4573_X0_04,1
371,X0_04,-1390x2960_X0_04,4
372,X0_04,-1390x3040_X0_04,4
373,X0_04,-1390x4043_X0_04,1
374,X0_04,-1391x3265_X0_04,4
375,X0_04,-1392x2952_X0_04,4
376,X0_04,-1392x3341_X0_04,4
377,X0_04,-1392x3829_X0_04,5
378,X0_04,-1392x3907_X0_04,5
379,X0_04,-1393x2941_X0_04,4
380,X0_04,-1393x3123_X0_04,4
381,X0_04,-1393x4606_X0_04,1
382,X0_04,-1395x3202_X0_04,4
383,X0_04,-1395x3484_X0_04,4
384,X0_04,-1395x4381_X0_04,1
385,X0_04,-1395x4514_X0_04,1
386,X0_04,-1396x2854_X0_04,4
387,X0_04,-1396x3687_X0_04,5
388,X0_04,-1397x4337_X0_04,1
389,X0_04,-1397x4535_X0_04,1
390,X0_04,-1398x3417_X0_04,4
391,X0_04,-1398x3918_X0_04,5
392,X0_04,-1398x3998_X0_04,3
393,X0_04,-1399x3853_X0_04,5
394,X0_04,-1399x3933_X0_04,5
395,X0_04,-1399x4574_X0_04,1
396,X0_04,-1399x4601_X0_04,1
397,X0_04,-1401x3190_X0_04,4
398,X0_04,-1401x4489_X0_04,1
399,X0_04,-1402x2835_X0_04,4
400,X0_04,-1402x3061_X0_04,4
401,X0_04,-1403x3052_X0_04,4
402,X0_04,-1403x4357_X0_04,1
403,X0_04,-1403x4518_X0_04,1
404,X0_04,-1403x4559_X0_04,1
405,X0_04,-1404x3391_X0_04,4
406,X0_04,-1404x3462_X0_04,4
407,X0_04,-1404x3782_X0_04,5
408,X0_04,-1404x4455_X0_04,1
409,X0_04,-1405x3087_X0_04,4
410,X0_04,-1405x3537_X0_04,4
411,X0_04,-1405x3896_X0_04,5
412,X0_04,-1405x3945_X0_04,5
413,X0_04,-1405x4074_X0_04,1
414,X0_04,-1405x4545_X0_04,1
415,X0_04,-1406x2855_X0_04,4
416,X0_04,-1406x3425_X0_04,4
417,X0_04,-1406x3512_X0_04,4
418,X0_04,-1406x3737_X0_04,5
419,X0_04,-1406x3984_X0_04,1
420,X0_04,-1406x4117_X0_04,1
421,X0_04,-1406x4592_X0_04,1
422,X0_04,-1407x3118_X0_04,4
423,X0_04,-1407x3339_X0_04,4
424,X0_04,-1407x3752_X0_04,5
425,X0_04,-1407x4287_X0_04,1
426,X0_04,-1408x3522_X0_04,4
427,X0_04,-1409x3167_X0_04,4
428,X0_04,-1410x3100_X0_04,4
429,X0_04,-1410x3198_X0_04,4
430,X0_04,-1410x3254_X0_04,4
431,X0_04,-1410x3548_X0_04,4
432,X0_04,-1410x3580_X0_04,5
433,X0_04,-1410x3586_X0_04,5
434,X0_04,-1410x3593_X0_04,5
435,X0_04,-1410x4491_X0_04,1
436,X0_04,-1410x4543_X0_04,1
437,X0_04,-1411x4047_X0_04,1
438,X0_04,-1412x2827_X0_04,4
439,X0_04,-1412x2954_X0_04,4
440,X0_04,-1412x4076_X0_04,1
441,X0_04,-1412x4107_X0_04,1
442,X0_04,-1412x4381_X0_04,1
443,X0_04,-1413x3492_X0_04,4
444,X0_04,-1413x4059_X0_04,1
445,X0_04,-1413x4089_X0_04,1
446,X0_04,-1414x2939_X0_04,4
447,X0_04,-1414x3787_X0_04,5
448,X0_04,-1414x4183_X0_04,1
449,X0_04,-1414x4362_X0_04,1
450,X0_04,-1414x4408_X0_04,1
451,X0_04,-1415x2966_X0_04,4
452,X0_04,-1415x4041_X0_04,1
453,X0_04,-1415x4170_X0_04,1
454,X0_04,-1415x4415_X0_04,1
455,X0_04,-1416x2886_X0_04,4
456,X0_04,-1416x3889_X0_04,5
457,X0_04,-1416x4156_X0_04,1
458,X0_04,-1417x3249_X0_04,4
459,X0_04,-1418x3283_X0_04,4
460,X0_04,-1419x2930_X0_04,4
461,X0_04,-1419x3495_X0_04,4
462,X0_04,-1419x3515_X0_04,4
463,X0_04,-1419x3574_X0_04,5
464,X0_04,-1419x3624_X0_04,5
465,X0_04,-1419x3684_X0_04,5
466,X0_04,-1420x3083_X0_04,4
467,X0_04,-1420x4566_X0_04,1
468,X0_04,-1421x4146_X0_04,1
469,X0_04,-1421x4231_X0_04,1
470,X0_04,-1423x3277_X0_04,4
471,X0_04,-1423x3833_X0_04,5
472,X0_04,-1423x4451_X0_04,1
473,X0_04,-1424x3879_X0_04,5
474,X0_04,-1424x4361_X0_04,1
475,X0_04,-1425x2920_X0_04,4
476,X0_04,-1425x4396_X0_04,1
477,X0_04,-1425x4473_X0_04,1
478,X0_04,-1425x4542_X0_04,1
479,X0_04,-1426x3511_X0_04,4
480,X0_04,-1426x4311_X0_04,1
481,X0_04,-1427x3346_X0_04,4
482,X0_04,-1428x3149_X0_04,4
483,X0_04,-1429x4122_X0_04,1
484,X0_04,-1430x3173_X0_04,4
485,X0_04,-1431x3546_X0_04,4
486,X0_04,-1431x3721_X0_04,5
487,X0_04,-1431x3877_X0_04,5
488,X0_04,-1431x4324_X0_04,1
489,X0_04,-1431x4509_X0_04,1
490,X0_04,-1433x3777_X0_04,5
491,X0_04,-1433x4106_X0_04,1
492,X0_04,-1433x4435_X0_04,1
493,X0_04,-1435x4295_X0_04,1
494,X0_04,-1437x2906_X0_04,4
495,X0_04,-1437x3264_X0_04,4
496,X0_04,-1438x3001_X0_04,4
497,X0_04,-1439x3249_X0_04,4
498,X0_04,-1439x3980_X0_04,1
499,X0_04,-1439x4272_X0_04,1
500,X0_04,-1440x3565_X0_04,5
501,X0_04,-1440x3805_X0_04,5
502,X0_04,-1440x3966_X0_04,1
503,X0_04,-1440x4167_X0_04,1
504,X0_04,-1441x3859_X0_04,5
505,X0_04,-1441x4135_X0_04,1
506,X0_04,-1441x4407_X0_04,1
507,X0_04,-1442x2864_X0_04,4
508,X0_04,-1442x4160_X0_04,1
509,X0_04,-1442x4599_X0_04,8
510,X0_04,-1444x4441_X0_04,1
511,X0_04,-1445x3000_X0_04,4
512,X0_04,-1445x3288_X0_04,4
513,X0_04,-1446x3116_X0_04,4
514,X0_04,-1446x3921_X0_04,1
515,X0_04,-1446x4093_X0_04,1
516,X0_04,-1447x4230_X0_04,1
517,X0_04,-1448x2984_X0_04,4
518,X0_04,-1448x3096_X0_04,4
519,X0_04,-1448x3686_X0_04,5
520,X0_04,-1448x4503_X0_04,1
521,X0_04,-1451x2940_X0_04,4
522,X0_04,-1451x3442_X0_04,4
523,X0_04,-1451x3536_X0_04,5
524,X0_04,-1451x3826_X0_04,5
525,X0_04,-1451x4386_X0_04,1
526,X0_04,-1452x2927_X0_04,4
527,X0_04,-1452x3142_X0_04,4
528,X0_04,-1452x3417_X0_04,4
529,X0_04,-1452x3431_X0_04,4
530,X0_04,-1452x4601_X0_04,8
531,X0_04,-1453x4133_X0_04,1
532,X0_04,-1454x3711_X0_04,5
533,X0_04,-1454x3793_X0_04,5
534,X0_04,-1454x4182_X0_04,1
535,X0_04,-1454x4517_X0_04,1
536,X0_04,-1455x3992_X0_04,1
537,X0_04,-1455x4002_X0_04,1
538,X0_04,-1455x4357_X0_04,1
539,X0_04,-1455x4471_X0_04,1
540,X0_04,-1456x2949_X0_04,4
541,X0_04,-1456x4049_X0_04,1
542,X0_04,-1457x3120_X0_04,4
543,X0_04,-1457x3256_X0_04,4
544,X0_04,-1457x4386_X0_04,1
545,X0_04,-1458x4585_X0_04,8
546,X0_04,-1459x3599_X0_04,5
547,X0_04,-1459x4234_X0_04,1
548,X0_04,-1460x3004_X0_04,4
549,X0_04,-1460x3390_X0_04,4
550,X0_04,-1461x2882_X0_04,4
551,X0_04,-1461x3608_X0_04,5
552,X0_04,-1461x4075_X0_04,1
553,X0_04,-1462x3079_X0_04,4
554,X0_04,-1462x3514_X0_04,5
555,X0_04,-1462x3656_X0_04,5
556,X0_04,-1462x3668_X0_04,5
557,X0_04,-1462x4153_X0_04,1
558,X0_04,-1462x4318_X0_04,1
559,X0_04,-1463x3257_X0_04,4
560,X0_04,-1463x3264_X0_04,4
561,X0_04,-1463x3440_X0_04,4
562,X0_04,-1463x3934_X0_04,1
563,X0_04,-1464x4432_X0_04,1
564,X0_04,-1465x3706_X0_04,5
565,X0_04,-1465x3880_X0_04,1
566,X0_04,-1465x4392_X0_04,1
567,X0_04,-1466x2897_X0_04,4
568,X0_04,-1466x3726_X0_04,5
569,X0_04,-1466x3908_X0_04,1
570,X0_04,-1467x3562_X0_04,5
571,X0_04,-1467x4329_X0_04,1
572,X0_04,-1468x4289_X0_04,1
573,X0_04,-1469x3285_X0_04,4
574,X0_04,-1469x3407_X0_04,4
575,X0_04,-1469x4014_X0_04,1
576,X0_04,-1470x2906_X0_04,4
577,X0_04,-1470x3194_X0_04,4
578,X0_04,-1470x3245_X0_04,4
579,X0_04,-1470x3830_X0_04,5
580,X0_04,-1471x3097_X0_04,4
581,X0_04,-1471x3125_X0_04,4
582,X0_04,-1472x4551_X0_04,1
583,X0_04,-1473x3326_X0_04,4
584,X0_04,-1473x4242_X0_04,1
585,X0_04,-1474x3305_X0_04,4
586,X0_04,-1475x2967_X0_04,4
587,X0_04,-1475x3626_X0_04,5
588,X0_04,-1475x4002_X0_04,1
589,X0_04,-1475x4466_X0_04,4
590,X0_04,-1475x4583_X0_04,8
591,X0_04,-1476x3186_X0_04,4
592,X0_04,-1476x3593_X0_04,5
593,X0_04,-1476x3652_X0_04,5
594,X0_04,-1476x4133_X0_04,1
595,X0_04,-1477x2838_X0_04,4
596,X0_04,-1477x3156_X0_04,4
597,X0_04,-1477x3684_X0_04,5
598,X0_04,-1477x3789_X0_04,5
599,X0_04,-1477x4035_X0_04,1
600,X0_04,-1477x4255_X0_04,1
601,X0_04,-1478x3425_X0_04,4
602,X0_04,-1478x4053_X0_04,1
603,X0_04,-1478x4209_X0_04,1
604,X0_04,-1478x4355_X0_04,1
605,X0_04,-1479x3868_X0_04,1
606,X0_04,-1479x3962_X0_04,1
607,X0_04,-1479x4123_X0_04,1
608,X0_04,-1480x3533_X0_04,5
609,X0_04,-1480x3877_X0_04,1
610,X0_04,-1480x3913_X0_04,1
611,X0_04,-1481x3045_X0_04,4
612,X0_04,-1481x3926_X0_04,1
613,X0_04,-1482x3502_X0_04,5
614,X0_04,-1483x3896_X0_04,1
615,X0_04,-1483x4225_X0_04,1
616,X0_04,-1483x4244_X0_04,1
617,X0_04,-1484x3484_X0_04,5
618,X0_04,-1484x3701_X0_04,5
619,X0_04,-1484x3840_X0_04,5
620,X0_04,-1484x4077_X0_04,1
621,X0_04,-1485x3349_X0_04,4
622,X0_04,-1485x3765_X0_04,5
623,X0_04,-1485x4542_X0_04,7
624,X0_04,-1485x4572_X0_04,8
625,X0_04,-1486x2933_X0_04,4
626,X0_04,-1486x3706_X0_04,5
627,X0_04,-1486x3933_X0_04,1
628,X0_04,-1486x4202_X0_04,1
629,X0_04,-1487x2923_X0_04,4
630,X0_04,-1487x3048_X0_04,4
631,X0_04,-1487x3518_X0_04,5
632,X0_04,-1488x3832_X0_04,5
633,X0_04,-1488x3866_X0_04,1
634,X0_04,-1488x4328_X0_04,1
635,X0_04,-1488x4598_X0_04,8
636,X0_04,-1489x2823_X0_04,4
637,X0_04,-1489x3477_X0_04,5
638,X0_04,-1490x3107_X0_04,4
639,X0_04,-1490x3140_X0_04,4
640,X0_04,-1490x3382_X0_04,4
641,X0_04,-1490x4363_X0_04,7
642,X0_04,-1492x3451_X0_04,4
643,X0_04,-1492x3713_X0_04,5
644,X0_04,-1493x4014_X0_04,1
645,X0_04,-1494x4245_X0_04,1
646,X0_04,-1494x4281_X0_04,1
647,X0_04,-1495x3393_X0_04,4
648,X0_04,-1495x4139_X0_04,1
649,X0_04,-1495x4343_X0_04,1
650,X0_04,-1496x2909_X0_04,4
651,X0_04,-1496x3201_X0_04,4
652,X0_04,-1496x3580_X0_04,5
653,X0_04,-1497x2956_X0_04,4
654,X0_04,-1497x3565_X0_04,5
655,X0_04,-1497x3871_X0_04,1
656,X0_04,-1497x4227_X0_04,1
657,X0_04,-1498x2981_X0_04,4
658,X0_04,-1498x3046_X0_04,4
659,X0_04,-1500x3295_X0_04,4
660,X0_04,-1500x3369_X0_04,4
661,X0_04,-1500x3729_X0_04,5
662,X0_04,-1501x3684_X0_04,5
663,X0_04,-1501x3847_X0_04,5
664,X0_04,-1501x4358_X0_04,1
665,X0_04,-1501x4472_X0_04,4
