sample,spot_name,cluster
H1,16x22_H1,3
H1,16x23_H1,3
H1,16x24_H1,3
H1,16x25_H1,3
H1,16x26_H1,3
H1,16x27_H1,3
H1,16x28_H1,2
H1,16x29_H1,6
H1,16x30_H1,2
H1,16x31_H1,2
H1,16x32_H1,2
H1,16x33_H1,6
H1,16x34_H1,3
H1,16x9_H1,7
H1,17x10_H1,7
H1,17x11_H1,7
H1,17x12_H1,7
H1,17x13_H1,1
H1,17x14_H1,1
H1,17x15_H1,1
H1,17x16_H1,1
H1,17x17_H1,1
H1,17x18_H1,1
H1,17x19_H1,1
H1,17x20_H1,1
H1,17x21_H1,3
H1,17x22_H1,4
H1,17x23_H1,3
H1,17x24_H1,3
H1,17x25_H1,3
H1,17x26_H1,3
H1,17x27_H1,3
H1,17x28_H1,3
H1,17x29_H1,3
H1,17x30_H1,2
H1,17x31_H1,2
H1,17x32_H1,6
H1,17x33_H1,6
H1,17x9_H1,7
H1,18x10_H1,1
H1,18x11_H1,7
H1,18x12_H1,7
H1,18x13_H1,1
H1,18x14_H1,1
H1,18x15_H1,1
H1,18x16_H1,1
H1,18x17_H1,1
H1,18x19_H1,3
H1,18x20_H1,3
H1,18x21_H1,4
H1,18x22_H1,1
H1,18x23_H1,5
H1,18x24_H1,5
H1,18x25_H1,4
H1,18x26_H1,3
H1,18x27_H1,3
H1,18x28_H1,3
H1,18x29_H1,5
H1,18x30_H1,3
H1,18x31_H1,3
H1,18x32_H1,3
H1,18x33_H1,3
H1,18x9_H1,1
H1,19x10_H1,1
H1,19x11_H1,7
H1,19x12_H1,1
H1,19x13_H1,1
H1,19x14_H1,1
H1,19x15_H1,1
H1,19x16_H1,1
H1,19x17_H1,1
H1,19x18_H1,1
H1,19x19_H1,3
H1,19x20_H1,3
H1,19x21_H1,4
H1,19x22_H1,1
H1,19x23_H1,1
H1,19x24_H1,1
H1,19x25_H1,1
H1,19x26_H1,1
H1,19x27_H1,3
H1,19x28_H1,3
H1,19x29_H1,1
H1,19x30_H1,5
H1,19x31_H1,5
H1,19x32_H1,1
H1,19x9_H1,1
H1,20x10_H1,1
H1,20x11_H1,1
H1,20x12_H1,1
H1,20x13_H1,1
H1,20x14_H1,1
H1,20x15_H1,7
H1,20x16_H1,1
H1,20x17_H1,1
H1,20x18_H1,4
H1,20x19_H1,3
H1,20x20_H1,5
H1,20x21_H1,1
H1,20x22_H1,5
H1,20x23_H1,5
H1,20x24_H1,5
H1,20x25_H1,5
H1,20x26_H1,5
H1,20x27_H1,5
H1,20x28_H1,1
H1,20x29_H1,5
H1,20x30_H1,5
H1,20x31_H1,5
H1,20x32_H1,5
H1,20x9_H1,1
H1,21x10_H1,1
H1,21x11_H1,1
H1,21x12_H1,1
H1,21x13_H1,1
H1,21x14_H1,1
H1,21x15_H1,7
H1,21x16_H1,7
H1,21x17_H1,1
H1,21x18_H1,1
H1,21x19_H1,3
H1,21x20_H1,1
H1,21x21_H1,1
H1,21x22_H1,1
H1,21x23_H1,5
H1,21x24_H1,5
H1,21x25_H1,5
H1,21x26_H1,5
H1,21x27_H1,5
H1,21x28_H1,5
H1,21x29_H1,5
H1,21x30_H1,5
H1,21x31_H1,5
H1,21x9_H1,1
H1,22x10_H1,1
H1,22x11_H1,1
H1,22x12_H1,1
H1,22x13_H1,1
H1,22x14_H1,1
H1,22x15_H1,1
H1,22x16_H1,7
H1,22x17_H1,7
H1,22x18_H1,1
H1,22x19_H1,3
H1,22x20_H1,1
H1,22x21_H1,1
H1,22x22_H1,1
H1,22x23_H1,5
H1,22x24_H1,5
H1,22x25_H1,5
H1,22x26_H1,5
H1,22x27_H1,5
H1,22x28_H1,5
H1,22x29_H1,5
H1,22x30_H1,5
H1,22x31_H1,5
H1,22x9_H1,1
H1,23x10_H1,1
H1,23x11_H1,1
H1,23x12_H1,1
H1,23x13_H1,1
H1,23x14_H1,1
H1,23x15_H1,7
H1,23x16_H1,7
H1,23x17_H1,1
H1,23x18_H1,1
H1,23x19_H1,1
H1,23x20_H1,5
H1,23x21_H1,1
H1,23x22_H1,1
H1,23x23_H1,1
H1,23x24_H1,5
H1,23x25_H1,5
H1,23x26_H1,5
H1,23x27_H1,5
H1,23x28_H1,5
H1,23x29_H1,5
H1,23x30_H1,5
H1,23x31_H1,5
H1,23x9_H1,1
H1,24x10_H1,1
H1,24x11_H1,1
H1,24x12_H1,1
H1,24x13_H1,1
H1,24x14_H1,1
H1,24x15_H1,1
H1,24x16_H1,1
H1,24x17_H1,1
H1,24x18_H1,1
H1,24x19_H1,1
H1,24x20_H1,1
H1,24x21_H1,1
H1,24x23_H1,1
H1,24x24_H1,1
H1,24x25_H1,5
H1,24x26_H1,5
H1,24x27_H1,5
H1,24x28_H1,5
H1,24x29_H1,5
H1,24x30_H1,5
H1,24x9_H1,1
H1,25x10_H1,1
H1,25x11_H1,1
H1,25x12_H1,1
H1,25x13_H1,1
H1,25x14_H1,1
H1,25x15_H1,1
H1,25x16_H1,1
H1,25x17_H1,1
H1,25x18_H1,1
H1,25x19_H1,1
H1,25x20_H1,1
H1,25x21_H1,1
H1,25x22_H1,1
H1,25x23_H1,1
H1,25x24_H1,5
H1,25x25_H1,5
H1,25x26_H1,5
H1,25x27_H1,5
H1,25x28_H1,5
H1,25x29_H1,5
H1,25x30_H1,5
H1,25x9_H1,1
H1,26x10_H1,1
H1,26x11_H1,1
H1,26x12_H1,1
H1,26x13_H1,1
H1,26x14_H1,1
H1,26x15_H1,1
H1,26x16_H1,1
H1,26x17_H1,1
H1,26x18_H1,1
H1,26x19_H1,5
H1,26x20_H1,1
H1,26x21_H1,1
H1,26x22_H1,1
H1,26x23_H1,5
H1,26x24_H1,5
H1,26x25_H1,5
H1,26x26_H1,5
H1,26x27_H1,5
H1,26x28_H1,5
H1,27x10_H1,1
H1,27x11_H1,1
H1,27x12_H1,1
H1,27x13_H1,1
H1,27x14_H1,1
H1,27x15_H1,1
H1,27x16_H1,1
H1,27x17_H1,1
H1,27x18_H1,1
H1,27x19_H1,5
H1,27x20_H1,7
H1,27x21_H1,7
H1,27x22_H1,1
H1,27x23_H1,1
H1,27x24_H1,5
H1,27x25_H1,5
H1,27x26_H1,5
H1,27x27_H1,5
H1,27x28_H1,5
H1,28x10_H1,1
H1,28x11_H1,1
H1,28x12_H1,1
H1,28x13_H1,1
H1,28x14_H1,1
H1,28x15_H1,1
H1,28x16_H1,1
H1,28x17_H1,1
H1,28x18_H1,1
H1,28x19_H1,7
H1,28x20_H1,7
H1,28x21_H1,7
H1,28x22_H1,7
H1,28x23_H1,7
H1,28x24_H1,1
H1,28x25_H1,5
H1,28x26_H1,5
H1,29x10_H1,1
H1,29x11_H1,1
H1,29x12_H1,1
H1,29x13_H1,1
H1,29x14_H1,1
H1,29x15_H1,1
H1,29x16_H1,7
H1,29x17_H1,1
H1,29x18_H1,7
H1,29x19_H1,7
H1,29x20_H1,7
H1,29x21_H1,7
H1,29x22_H1,7
H1,29x23_H1,1
H1,29x24_H1,1
H1,30x11_H1,1
H1,30x12_H1,1
H1,30x13_H1,1
H1,30x14_H1,1
H1,30x15_H1,1
H1,30x16_H1,1
H1,30x17_H1,1
H1,30x18_H1,7
H1,30x19_H1,7
H1,30x20_H1,7
H1,30x21_H1,7
H1,30x23_H1,7
H1,31x10_H1,1
H1,31x11_H1,1
H1,31x12_H1,1
H1,31x13_H1,1
H1,31x14_H1,1
H1,31x15_H1,1
H1,31x16_H1,1
H1,31x17_H1,2
H1,32x11_H1,1
H1,32x12_H1,1
H1,3x25_H1,2
H1,3x26_H1,2
H1,3x27_H1,2
H1,3x28_H1,2
H1,3x29_H1,6
H1,3x30_H1,4
H1,3x31_H1,4
H1,3x32_H1,4
H1,4x20_H1,2
H1,4x21_H1,2
H1,4x22_H1,6
H1,4x23_H1,4
H1,4x24_H1,4
H1,4x25_H1,4
H1,4x26_H1,6
H1,4x27_H1,2
H1,4x28_H1,2
H1,4x29_H1,4
H1,4x30_H1,4
H1,4x31_H1,4
H1,4x32_H1,4
H1,5x14_H1,1
H1,5x16_H1,4
H1,5x17_H1,1
H1,5x18_H1,4
H1,5x19_H1,4
H1,5x20_H1,2
H1,5x21_H1,2
H1,5x22_H1,4
H1,5x23_H1,4
H1,5x24_H1,4
H1,5x25_H1,4
H1,5x26_H1,6
H1,5x27_H1,2
H1,5x28_H1,4
H1,5x29_H1,4
H1,5x30_H1,4
H1,5x31_H1,4
H1,5x32_H1,4
H1,6x10_H1,7
H1,6x11_H1,1
H1,6x12_H1,1
H1,6x13_H1,1
H1,6x14_H1,1
H1,6x15_H1,1
H1,6x16_H1,4
H1,6x17_H1,4
H1,6x18_H1,4
H1,6x19_H1,4
H1,6x20_H1,4
H1,6x21_H1,4
H1,6x22_H1,4
H1,6x23_H1,4
H1,6x24_H1,4
H1,6x25_H1,4
H1,6x26_H1,4
H1,6x27_H1,4
H1,6x28_H1,4
H1,6x29_H1,4
H1,6x30_H1,4
H1,6x31_H1,4
H1,6x32_H1,4
H1,6x33_H1,4
H1,7x10_H1,7
H1,7x11_H1,1
H1,7x12_H1,1
H1,7x13_H1,1
H1,7x14_H1,4
H1,7x15_H1,4
H1,7x16_H1,4
H1,7x17_H1,4
H1,7x18_H1,4
H1,7x19_H1,4
H1,7x20_H1,4
H1,7x21_H1,4
H1,7x22_H1,4
H1,7x23_H1,4
H1,7x24_H1,6
H1,7x25_H1,6
H1,7x26_H1,6
H1,7x27_H1,4
H1,7x28_H1,4
H1,7x29_H1,6
H1,7x30_H1,6
H1,7x31_H1,6
H1,7x32_H1,6
H1,7x33_H1,1
H1,8x10_H1,1
H1,8x11_H1,1
H1,8x12_H1,1
H1,8x13_H1,1
H1,8x14_H1,4
H1,8x15_H1,4
H1,8x16_H1,4
H1,8x17_H1,4
H1,8x18_H1,4
H1,8x19_H1,4
H1,8x20_H1,4
H1,8x21_H1,4
H1,8x22_H1,2
H1,8x23_H1,4
H1,8x24_H1,2
H1,8x25_H1,6
H1,8x26_H1,2
H1,8x27_H1,6
H1,8x28_H1,6
H1,8x29_H1,6
H1,8x30_H1,2
H1,8x31_H1,6
H1,8x32_H1,6
H1,8x33_H1,4
H1,9x10_H1,1
H1,9x11_H1,1
H1,9x12_H1,1
H1,9x13_H1,1
H1,9x14_H1,1
H1,9x15_H1,4
H1,9x16_H1,6
H1,9x17_H1,6
H1,9x18_H1,6
H1,9x19_H1,4
H1,9x20_H1,4
H1,9x21_H1,4
H1,9x22_H1,2
H1,9x23_H1,4
H1,9x24_H1,2
H1,9x25_H1,2
H1,9x26_H1,2
H1,9x27_H1,6
H1,9x28_H1,6
H1,9x29_H1,6
H1,9x30_H1,6
H1,9x31_H1,6
H1,9x32_H1,4
H1,9x33_H1,4
H2,10x11_H2,1
H2,10x12_H2,1
H2,10x13_H2,1
H2,10x14_H2,4
H2,10x15_H2,4
H2,10x16_H2,6
H2,10x17_H2,2
H2,10x18_H2,2
H2,10x19_H2,6
H2,10x20_H2,6
H2,10x21_H2,4
H2,10x22_H2,4
H2,10x23_H2,4
H2,10x24_H2,4
H2,10x25_H2,2
H2,10x26_H2,2
H2,10x27_H2,2
H2,10x28_H2,6
H2,10x29_H2,2
H2,10x30_H2,6
H2,10x31_H2,6
H2,10x32_H2,6
H2,10x33_H2,4
H2,10x34_H2,4
H2,11x12_H2,1
H2,11x13_H2,1
H2,11x14_H2,1
H2,11x15_H2,4
H2,11x16_H2,6
H2,11x17_H2,6
H2,11x18_H2,2
H2,11x19_H2,6
H2,11x20_H2,6
H2,11x21_H2,6
H2,11x22_H2,3
H2,11x23_H2,3
H2,11x24_H2,4
H2,11x25_H2,4
H2,11x26_H2,2
H2,11x27_H2,2
H2,11x28_H2,6
H2,11x29_H2,6
H2,11x30_H2,2
H2,11x31_H2,2
H2,11x32_H2,2
H2,11x33_H2,4
H2,11x34_H2,4
H2,12x10_H2,1
H2,12x11_H2,1
H2,12x12_H2,1
H2,12x13_H2,4
H2,12x14_H2,1
H2,12x15_H2,4
H2,12x16_H2,4
H2,12x17_H2,6
H2,12x18_H2,2
H2,12x19_H2,2
H2,12x20_H2,6
H2,12x21_H2,6
H2,12x22_H2,6
H2,12x23_H2,3
H2,12x24_H2,4
H2,12x25_H2,4
H2,12x26_H2,4
H2,12x27_H2,6
H2,12x28_H2,2
H2,12x29_H2,4
H2,12x30_H2,2
H2,12x31_H2,2
H2,12x32_H2,6
H2,12x33_H2,4
H2,12x34_H2,4
H2,13x10_H2,1
H2,13x11_H2,1
H2,13x12_H2,1
H2,13x13_H2,1
H2,13x14_H2,1
H2,13x15_H2,1
H2,13x16_H2,4
H2,13x17_H2,4
H2,13x18_H2,6
H2,13x19_H2,2
H2,13x20_H2,6
H2,13x21_H2,6
H2,13x22_H2,6
H2,13x23_H2,6
H2,13x24_H2,3
H2,13x25_H2,4
H2,13x26_H2,4
H2,13x27_H2,4
H2,13x28_H2,2
H2,13x29_H2,4
H2,13x30_H2,2
H2,13x31_H2,2
H2,13x32_H2,4
H2,13x33_H2,4
H2,13x34_H2,4
H2,14x10_H2,1
H2,14x11_H2,1
H2,14x12_H2,1
H2,14x13_H2,1
H2,14x14_H2,1
H2,14x15_H2,4
H2,14x16_H2,4
H2,14x17_H2,4
H2,14x18_H2,3
H2,14x19_H2,6
H2,14x20_H2,6
H2,14x21_H2,3
H2,14x22_H2,3
H2,14x23_H2,3
H2,14x24_H2,3
H2,14x25_H2,4
H2,14x26_H2,3
H2,14x27_H2,4
H2,14x28_H2,2
H2,14x29_H2,2
H2,14x30_H2,2
H2,14x31_H2,2
H2,14x32_H2,6
H2,14x33_H2,6
H2,14x34_H2,6
H2,15x10_H2,1
H2,15x11_H2,1
H2,15x12_H2,1
H2,15x13_H2,1
H2,15x14_H2,1
H2,15x15_H2,1
H2,15x16_H2,4
H2,15x17_H2,4
H2,15x18_H2,3
H2,15x19_H2,2
H2,15x20_H2,2
H2,15x21_H2,3
H2,15x22_H2,3
H2,15x23_H2,3
H2,15x24_H2,4
H2,15x25_H2,4
H2,15x26_H2,3
H2,15x27_H2,3
H2,15x28_H2,2
H2,15x29_H2,2
H2,15x30_H2,2
H2,15x31_H2,2
H2,15x32_H2,2
H2,15x33_H2,5
H2,15x34_H2,2
H2,16x10_H2,7
H2,16x11_H2,7
H2,16x12_H2,7
H2,16x13_H2,7
H2,16x14_H2,1
H2,16x15_H2,1
H2,16x16_H2,1
H2,16x17_H2,4
H2,16x18_H2,4
H2,16x19_H2,6
H2,16x20_H2,6
H2,16x21_H2,3
H2,16x22_H2,4
H2,16x23_H2,4
H2,16x24_H2,4
H2,16x25_H2,3
H2,16x26_H2,3
H2,16x27_H2,3
H2,16x28_H2,3
H2,16x29_H2,6
H2,16x30_H2,6
H2,16x31_H2,2
H2,16x32_H2,2
H2,16x33_H2,2
H2,16x34_H2,6
H2,17x10_H2,7
H2,17x11_H2,7
H2,17x12_H2,7
H2,17x13_H2,7
H2,17x14_H2,1
H2,17x15_H2,1
H2,17x16_H2,1
H2,17x17_H2,4
H2,17x18_H2,4
H2,17x19_H2,4
H2,17x20_H2,4
H2,17x21_H2,4
H2,17x22_H2,4
H2,17x23_H2,4
H2,17x24_H2,4
H2,17x25_H2,3
H2,17x26_H2,3
H2,17x27_H2,3
H2,17x28_H2,3
H2,17x29_H2,3
H2,17x30_H2,3
H2,17x31_H2,2
H2,17x32_H2,6
H2,17x33_H2,6
H2,17x34_H2,6
H2,18x10_H2,1
H2,18x11_H2,1
H2,18x12_H2,1
H2,18x13_H2,7
H2,18x14_H2,1
H2,18x15_H2,1
H2,18x16_H2,4
H2,18x17_H2,4
H2,18x19_H2,4
H2,18x20_H2,4
H2,18x21_H2,3
H2,18x22_H2,4
H2,18x23_H2,4
H2,18x24_H2,4
H2,18x25_H2,4
H2,18x26_H2,4
H2,18x27_H2,3
H2,18x28_H2,3
H2,18x29_H2,3
H2,18x30_H2,4
H2,18x31_H2,3
H2,18x32_H2,3
H2,18x33_H2,4
H2,18x34_H2,4
H2,19x10_H2,1
H2,19x11_H2,1
H2,19x12_H2,7
H2,19x13_H2,7
H2,19x14_H2,1
H2,19x15_H2,1
H2,19x16_H2,1
H2,19x17_H2,1
H2,19x18_H2,3
H2,19x19_H2,4
H2,19x20_H2,3
H2,19x21_H2,3
H2,19x22_H2,4
H2,19x23_H2,4
H2,19x24_H2,4
H2,19x25_H2,4
H2,19x26_H2,4
H2,19x27_H2,1
H2,19x28_H2,3
H2,19x29_H2,3
H2,19x30_H2,4
H2,19x31_H2,5
H2,19x32_H2,5
H2,19x33_H2,5
H2,20x10_H2,1
H2,20x11_H2,1
H2,20x12_H2,1
H2,20x13_H2,1
H2,20x14_H2,1
H2,20x15_H2,1
H2,20x16_H2,7
H2,20x17_H2,1
H2,20x18_H2,4
H2,20x19_H2,4
H2,20x20_H2,3
H2,20x21_H2,3
H2,20x22_H2,4
H2,20x23_H2,4
H2,20x24_H2,4
H2,20x25_H2,4
H2,20x26_H2,4
H2,20x27_H2,4
H2,20x28_H2,5
H2,20x29_H2,5
H2,20x30_H2,5
H2,20x31_H2,5
H2,20x32_H2,5
H2,20x33_H2,5
H2,21x10_H2,1
H2,21x11_H2,1
H2,21x12_H2,1
H2,21x13_H2,1
H2,21x14_H2,1
H2,21x15_H2,1
H2,21x16_H2,7
H2,21x17_H2,1
H2,21x18_H2,1
H2,21x19_H2,4
H2,21x20_H2,3
H2,21x21_H2,4
H2,21x22_H2,4
H2,21x23_H2,4
H2,21x24_H2,4
H2,21x25_H2,4
H2,21x26_H2,4
H2,21x27_H2,5
H2,21x28_H2,5
H2,21x29_H2,5
H2,21x30_H2,5
H2,21x31_H2,5
H2,21x32_H2,5
H2,22x10_H2,1
H2,22x11_H2,1
H2,22x12_H2,1
H2,22x13_H2,1
H2,22x14_H2,1
H2,22x15_H2,1
H2,22x17_H2,7
H2,22x18_H2,7
H2,22x19_H2,4
H2,22x20_H2,3
H2,22x21_H2,4
H2,22x22_H2,4
H2,22x23_H2,4
H2,22x24_H2,1
H2,22x25_H2,4
H2,22x26_H2,5
H2,22x27_H2,5
H2,22x28_H2,5
H2,22x29_H2,5
H2,22x30_H2,5
H2,22x31_H2,5
H2,22x32_H2,5
H2,23x10_H2,1
H2,23x11_H2,1
H2,23x12_H2,1
H2,23x13_H2,1
H2,23x14_H2,1
H2,23x15_H2,1
H2,23x16_H2,1
H2,23x17_H2,7
H2,23x18_H2,7
H2,23x19_H2,1
H2,23x20_H2,4
H2,23x21_H2,4
H2,23x22_H2,4
H2,23x23_H2,4
H2,23x24_H2,4
H2,23x25_H2,4
H2,23x26_H2,5
H2,23x27_H2,5
H2,23x28_H2,5
H2,23x29_H2,5
H2,23x30_H2,5
H2,23x31_H2,5
H2,23x32_H2,5
H2,24x10_H2,1
H2,24x11_H2,1
H2,24x12_H2,1
H2,24x13_H2,1
H2,24x14_H2,1
H2,24x15_H2,1
H2,24x16_H2,1
H2,24x17_H2,1
H2,24x18_H2,1
H2,24x19_H2,1
H2,24x20_H2,4
H2,24x21_H2,1
H2,24x23_H2,1
H2,24x24_H2,1
H2,24x25_H2,5
H2,24x26_H2,5
H2,24x27_H2,5
H2,24x28_H2,5
H2,24x29_H2,5
H2,24x30_H2,5
H2,24x31_H2,5
H2,24x32_H2,5
H2,25x10_H2,1
H2,25x11_H2,1
H2,25x12_H2,1
H2,25x13_H2,1
H2,25x14_H2,1
H2,25x15_H2,1
H2,25x16_H2,1
H2,25x17_H2,1
H2,25x18_H2,1
H2,25x19_H2,1
H2,25x20_H2,1
H2,25x21_H2,1
H2,25x22_H2,1
H2,25x23_H2,1
H2,25x24_H2,1
H2,25x25_H2,1
H2,25x26_H2,5
H2,25x27_H2,5
H2,25x28_H2,5
H2,25x29_H2,5
H2,25x30_H2,5
H2,25x31_H2,5
H2,26x11_H2,1
H2,26x12_H2,1
H2,26x13_H2,1
H2,26x14_H2,7
H2,26x15_H2,7
H2,26x16_H2,1
H2,26x17_H2,1
H2,26x18_H2,1
H2,26x19_H2,1
H2,26x20_H2,3
H2,26x21_H2,1
H2,26x22_H2,1
H2,26x23_H2,1
H2,26x24_H2,1
H2,26x25_H2,5
H2,26x26_H2,5
H2,26x27_H2,5
H2,26x28_H2,5
H2,26x29_H2,5
H2,26x30_H2,5
H2,27x12_H2,1
H2,27x13_H2,1
H2,27x14_H2,1
H2,27x15_H2,1
H2,27x16_H2,1
H2,27x17_H2,1
H2,27x18_H2,1
H2,27x19_H2,1
H2,27x20_H2,7
H2,27x21_H2,7
H2,27x22_H2,7
H2,27x23_H2,7
H2,27x24_H2,5
H2,27x25_H2,5
H2,27x26_H2,5
H2,27x27_H2,5
H2,27x28_H2,5
H2,27x29_H2,5
H2,28x12_H2,1
H2,28x13_H2,1
H2,28x14_H2,1
H2,28x15_H2,1
H2,28x16_H2,1
H2,28x17_H2,1
H2,28x18_H2,1
H2,28x19_H2,1
H2,28x20_H2,7
H2,28x21_H2,7
H2,28x22_H2,7
H2,28x23_H2,7
H2,28x24_H2,5
H2,28x25_H2,5
H2,28x26_H2,5
H2,28x27_H2,5
H2,28x28_H2,5
H2,29x12_H2,1
H2,29x13_H2,1
H2,29x14_H2,1
H2,29x15_H2,1
H2,29x16_H2,1
H2,29x17_H2,7
H2,29x18_H2,1
H2,29x19_H2,1
H2,29x20_H2,7
H2,29x21_H2,7
H2,29x22_H2,7
H2,29x23_H2,7
H2,29x24_H2,7
H2,29x25_H2,1
H2,29x26_H2,5
H2,29x27_H2,5
H2,30x12_H2,1
H2,30x13_H2,1
H2,30x14_H2,1
H2,30x15_H2,1
H2,30x16_H2,1
H2,30x17_H2,1
H2,30x18_H2,1
H2,30x19_H2,7
H2,30x20_H2,7
H2,30x21_H2,7
H2,30x23_H2,7
H2,30x24_H2,7
H2,31x12_H2,1
H2,31x13_H2,1
H2,31x14_H2,1
H2,31x15_H2,1
H2,31x16_H2,1
H2,31x17_H2,1
H2,31x18_H2,2
H2,32x13_H2,1
H2,3x27_H2,2
H2,3x28_H2,2
H2,3x29_H2,2
H2,3x30_H2,6
H2,3x31_H2,4
H2,3x32_H2,4
H2,3x33_H2,4
H2,4x22_H2,2
H2,4x23_H2,4
H2,4x24_H2,4
H2,4x25_H2,2
H2,4x26_H2,2
H2,4x27_H2,2
H2,4x28_H2,2
H2,4x29_H2,2
H2,4x30_H2,6
H2,4x31_H2,4
H2,4x32_H2,4
H2,4x33_H2,4
H2,5x17_H2,4
H2,5x18_H2,4
H2,5x19_H2,5
H2,5x20_H2,6
H2,5x21_H2,2
H2,5x22_H2,2
H2,5x23_H2,4
H2,5x24_H2,4
H2,5x25_H2,4
H2,5x26_H2,6
H2,5x27_H2,2
H2,5x28_H2,2
H2,5x29_H2,4
H2,5x30_H2,4
H2,5x31_H2,4
H2,5x32_H2,4
H2,5x33_H2,4
H2,6x11_H2,7
H2,6x12_H2,1
H2,6x13_H2,1
H2,6x14_H2,4
H2,6x15_H2,4
H2,6x16_H2,4
H2,6x17_H2,4
H2,6x18_H2,4
H2,6x19_H2,4
H2,6x20_H2,4
H2,6x21_H2,4
H2,6x22_H2,4
H2,6x23_H2,4
H2,6x24_H2,4
H2,6x25_H2,4
H2,6x26_H2,4
H2,6x27_H2,4
H2,6x28_H2,4
H2,6x29_H2,4
H2,6x30_H2,6
H2,6x31_H2,4
H2,6x32_H2,4
H2,6x33_H2,4
H2,7x11_H2,7
H2,7x12_H2,1
H2,7x13_H2,1
H2,7x14_H2,1
H2,7x15_H2,4
H2,7x16_H2,4
H2,7x17_H2,4
H2,7x18_H2,4
H2,7x19_H2,4
H2,7x20_H2,4
H2,7x21_H2,4
H2,7x22_H2,4
H2,7x23_H2,4
H2,7x24_H2,4
H2,7x25_H2,6
H2,7x26_H2,6
H2,7x27_H2,6
H2,7x28_H2,6
H2,7x29_H2,4
H2,7x30_H2,6
