V1,sample,spot_name,cluster
262,H1,20x21_H1,1
263,H1,20x22_H1,1
264,H1,20x23_H1,1
265,H1,20x24_H1,6
266,H1,20x25_H1,6
267,H1,20x26_H1,6
268,H1,20x27_H1,6
269,H1,20x28_H1,2
270,H1,20x29_H1,6
271,H1,20x30_H1,6
272,H1,20x31_H1,6
273,H1,20x32_H1,6
274,H1,20x9_H1,2
275,H1,21x10_H1,2
276,H1,21x11_H1,2
277,H1,21x12_H1,2
278,H1,21x13_H1,2
279,H1,21x14_H1,2
280,H1,21x15_H1,7
281,H1,21x16_H1,7
282,H1,21x17_H1,2
283,H1,21x18_H1,2
284,H1,21x19_H1,4
285,H1,21x20_H1,2
286,H1,21x21_H1,2
287,H1,21x22_H1,1
288,H1,21x23_H1,6
289,H1,21x24_H1,6
290,H1,21x25_H1,6
291,H1,21x26_H1,6
292,H1,21x27_H1,6
293,H1,21x28_H1,6
294,H1,21x29_H1,6
295,H1,21x30_H1,6
296,H1,21x31_H1,6
297,H1,21x9_H1,2
298,H1,22x10_H1,2
299,H1,22x11_H1,2
300,H1,22x12_H1,2
301,H1,22x13_H1,2
302,H1,22x14_H1,2
303,H1,22x15_H1,2
304,H1,22x16_H1,7
305,H1,22x17_H1,7
306,H1,22x18_H1,2
307,H1,22x19_H1,4
308,H1,22x20_H1,1
309,H1,22x21_H1,2
310,H1,22x22_H1,2
311,H1,22x23_H1,6
312,H1,22x24_H1,6
313,H1,22x25_H1,6
314,H1,22x26_H1,6
315,H1,22x27_H1,6
316,H1,22x28_H1,6
317,H1,22x29_H1,6
318,H1,22x30_H1,6
319,H1,22x31_H1,6
320,H1,22x9_H1,2
321,H1,23x10_H1,2
322,H1,23x11_H1,2
323,H1,23x12_H1,2
324,H1,23x13_H1,2
325,H1,23x14_H1,2
326,H1,23x15_H1,7
327,H1,23x16_H1,7
328,H1,23x17_H1,2
329,H1,23x18_H1,2
330,H1,23x19_H1,2
331,H1,23x20_H1,6
332,H1,23x21_H1,2
333,H1,23x22_H1,2
334,H1,23x23_H1,2
335,H1,23x24_H1,6
336,H1,23x25_H1,6
337,H1,23x26_H1,6
338,H1,23x27_H1,6
339,H1,23x28_H1,6
340,H1,23x29_H1,6
341,H1,23x30_H1,6
342,H1,23x31_H1,6
343,H1,23x9_H1,2
344,H1,24x10_H1,2
345,H1,24x11_H1,2
346,H1,24x12_H1,2
347,H1,24x13_H1,2
348,H1,24x14_H1,2
349,H1,24x15_H1,2
350,H1,24x16_H1,2
351,H1,24x17_H1,2
352,H1,24x18_H1,2
353,H1,24x19_H1,2
354,H1,24x20_H1,2
355,H1,24x21_H1,2
356,H1,24x23_H1,2
357,H1,24x24_H1,2
358,H1,24x25_H1,6
359,H1,24x26_H1,6
360,H1,24x27_H1,6
361,H1,24x28_H1,6
362,H1,24x29_H1,6
363,H1,24x30_H1,6
364,H1,24x9_H1,2
365,H1,25x10_H1,2
366,H1,25x11_H1,2
367,H1,25x12_H1,2
368,H1,25x13_H1,2
369,H1,25x14_H1,2
370,H1,25x15_H1,2
371,H1,25x16_H1,2
372,H1,25x17_H1,2
373,H1,25x18_H1,2
374,H1,25x19_H1,2
375,H1,25x20_H1,2
376,H1,25x21_H1,2
377,H1,25x22_H1,2
378,H1,25x23_H1,2
379,H1,25x24_H1,6
380,H1,25x25_H1,6
381,H1,25x26_H1,6
382,H1,25x27_H1,6
383,H1,25x28_H1,6
384,H1,25x29_H1,6
385,H1,25x30_H1,6
386,H1,25x9_H1,2
387,H1,26x10_H1,2
388,H1,26x11_H1,2
389,H1,26x12_H1,2
390,H1,26x13_H1,2
391,H1,26x14_H1,2
392,H1,26x15_H1,2
393,H1,26x16_H1,2
394,H1,26x17_H1,2
395,H1,26x18_H1,2
396,H1,26x19_H1,6
397,H1,26x20_H1,2
398,H1,26x21_H1,2
399,H1,26x22_H1,2
400,H1,26x23_H1,2
401,H1,26x24_H1,6
402,H1,26x25_H1,6
403,H1,26x26_H1,6
404,H1,26x27_H1,6
405,H1,26x28_H1,6
406,H1,27x10_H1,2
407,H1,27x11_H1,2
408,H1,27x12_H1,2
409,H1,27x13_H1,2
410,H1,27x14_H1,2
411,H1,27x15_H1,2
412,H1,27x16_H1,2
413,H1,27x17_H1,2
414,H1,27x18_H1,2
415,H1,27x19_H1,2
416,H1,27x20_H1,7
417,H1,27x21_H1,7
418,H1,27x22_H1,2
419,H1,27x23_H1,2
420,H1,27x24_H1,6
421,H1,27x25_H1,6
422,H1,27x26_H1,6
423,H1,27x27_H1,6
424,H1,27x28_H1,6
425,H1,28x10_H1,2
426,H1,28x11_H1,2
427,H1,28x12_H1,2
428,H1,28x13_H1,2
429,H1,28x14_H1,2
430,H1,28x15_H1,2
431,H1,28x16_H1,2
432,H1,28x17_H1,2
433,H1,28x18_H1,2
434,H1,28x19_H1,7
435,H1,28x20_H1,7
436,H1,28x21_H1,7
437,H1,28x22_H1,7
438,H1,28x23_H1,7
439,H1,28x24_H1,2
440,H1,28x25_H1,6
441,H1,28x26_H1,6
442,H1,29x10_H1,2
443,H1,29x11_H1,2
444,H1,29x12_H1,2
445,H1,29x13_H1,2
446,H1,29x14_H1,2
447,H1,29x15_H1,2
448,H1,29x16_H1,7
449,H1,29x17_H1,2
450,H1,29x18_H1,7
451,H1,29x19_H1,7
452,H1,29x20_H1,7
453,H1,29x21_H1,7
454,H1,29x22_H1,7
455,H1,29x23_H1,7
456,H1,29x24_H1,7
457,H1,30x11_H1,2
458,H1,30x12_H1,2
459,H1,30x13_H1,2
460,H1,30x14_H1,2
461,H1,30x15_H1,2
462,H1,30x16_H1,2
463,H1,30x17_H1,2
464,H1,30x18_H1,7
465,H1,30x19_H1,7
466,H1,30x20_H1,7
467,H1,30x21_H1,7
468,H1,30x23_H1,7
469,H1,31x10_H1,2
470,H1,31x11_H1,2
471,H1,31x12_H1,2
472,H1,31x13_H1,2
473,H1,31x14_H1,2
474,H1,31x15_H1,2
475,H1,31x16_H1,2
476,H1,31x17_H1,3
477,H1,32x11_H1,2
478,H1,32x12_H1,2
479,H1,3x25_H1,3
480,H1,3x26_H1,3
481,H1,3x27_H1,3
482,H1,3x28_H1,3
483,H1,3x29_H1,5
484,H1,3x30_H1,1
485,H1,3x31_H1,1
486,H1,3x32_H1,1
487,H1,4x20_H1,3
488,H1,4x21_H1,3
489,H1,4x22_H1,5
490,H1,4x23_H1,1
491,H1,4x24_H1,1
492,H1,4x25_H1,5
493,H1,4x26_H1,5
494,H1,4x27_H1,3
495,H1,4x28_H1,3
496,H1,4x29_H1,1
497,H1,4x30_H1,1
498,H1,4x31_H1,1
499,H1,4x32_H1,1
500,H1,5x14_H1,2
501,H1,5x16_H1,1
502,H1,5x17_H1,1
503,H1,5x18_H1,1
504,H1,5x19_H1,1
505,H1,5x20_H1,3
506,H1,5x21_H1,3
507,H1,5x22_H1,1
508,H1,5x23_H1,1
509,H1,5x24_H1,1
510,H1,5x25_H1,5
511,H1,5x26_H1,5
512,H1,5x27_H1,3
513,H1,5x28_H1,1
514,H1,5x29_H1,1
515,H1,5x30_H1,1
516,H1,5x31_H1,1
517,H1,5x32_H1,1
518,H1,6x10_H1,7
519,H1,6x11_H1,2
520,H1,6x12_H1,2
521,H1,6x13_H1,2
522,H1,6x14_H1,2
523,H1,6x15_H1,2
524,H1,6x16_H1,1
525,H1,6x17_H1,1
526,H1,6x18_H1,1
527,H1,6x19_H1,1
528,H1,6x20_H1,1
529,H1,6x21_H1,1
530,H1,6x22_H1,1
531,H1,6x23_H1,1
532,H1,6x24_H1,1
533,H1,6x25_H1,1
534,H1,6x26_H1,5
535,H1,6x27_H1,1
536,H1,6x28_H1,1
537,H1,6x29_H1,1
538,H1,6x30_H1,1
539,H1,6x31_H1,1
540,H1,6x32_H1,1
541,H1,6x33_H1,1
542,H1,7x10_H1,7
543,H1,7x11_H1,2
544,H1,7x12_H1,2
545,H1,7x13_H1,2
546,H1,7x14_H1,1
547,H1,7x15_H1,1
548,H1,7x16_H1,1
549,H1,7x17_H1,1
550,H1,7x18_H1,1
551,H1,7x19_H1,1
552,H1,7x20_H1,1
553,H1,7x21_H1,1
554,H1,7x22_H1,1
555,H1,7x23_H1,1
556,H1,7x24_H1,5
557,H1,7x25_H1,5
558,H1,7x26_H1,5
559,H1,7x27_H1,5
560,H1,7x28_H1,1
561,H1,7x29_H1,5
562,H1,7x30_H1,5
563,H1,7x31_H1,5
564,H1,7x32_H1,5
565,H1,7x33_H1,2
566,H1,8x10_H1,2
567,H1,8x11_H1,2
568,H1,8x12_H1,2
569,H1,8x13_H1,2
570,H1,8x14_H1,1
571,H1,8x15_H1,1
572,H1,8x16_H1,1
573,H1,8x17_H1,1
574,H1,8x18_H1,1
575,H1,8x19_H1,1
576,H1,8x20_H1,1
577,H1,8x21_H1,1
578,H1,8x22_H1,3
579,H1,8x23_H1,5
580,H1,8x24_H1,3
581,H1,8x25_H1,5
582,H1,8x26_H1,3
583,H1,8x27_H1,3
584,H1,8x28_H1,5
585,H1,8x29_H1,5
586,H1,8x30_H1,3
587,H1,8x31_H1,5
588,H1,8x32_H1,5
589,H1,8x33_H1,1
590,H1,9x10_H1,2
591,H1,9x11_H1,2
592,H1,9x12_H1,2
593,H1,9x13_H1,2
594,H1,9x14_H1,2
595,H1,9x15_H1,1
596,H1,9x16_H1,5
597,H1,9x17_H1,5
598,H1,9x18_H1,5
599,H1,9x19_H1,1
600,H1,9x20_H1,1
601,H1,9x21_H1,1
602,H1,9x22_H1,3
603,H1,9x23_H1,5
604,H1,9x24_H1,3
605,H1,9x25_H1,3
606,H1,9x26_H1,2
607,H1,9x27_H1,5
608,H1,9x28_H1,5
609,H1,9x29_H1,5
610,H1,9x30_H1,5
611,H1,9x31_H1,5
612,H1,9x32_H1,1
613,H1,9x33_H1,1
614,H2,10x11_H2,2
615,H2,10x12_H2,2
616,H2,10x13_H2,2
617,H2,10x14_H2,1
618,H2,10x15_H2,1
619,H2,10x16_H2,5
620,H2,10x17_H2,3
621,H2,10x18_H2,3
622,H2,10x19_H2,5
623,H2,10x20_H2,5
624,H2,10x21_H2,1
625,H2,10x22_H2,1
626,H2,10x23_H2,1
627,H2,10x24_H2,1
628,H2,10x25_H2,3
629,H2,10x26_H2,3
630,H2,10x27_H2,3
631,H2,10x28_H2,5
632,H2,10x29_H2,3
633,H2,10x30_H2,5
634,H2,10x31_H2,3
635,H2,10x32_H2,5
636,H2,10x33_H2,1
637,H2,10x34_H2,1
638,H2,11x12_H2,2
639,H2,11x13_H2,2
640,H2,11x14_H2,2
641,H2,11x15_H2,1
642,H2,11x16_H2,5
643,H2,11x17_H2,5
644,H2,11x18_H2,3
645,H2,11x19_H2,5
646,H2,11x20_H2,5
647,H2,11x21_H2,4
648,H2,11x22_H2,4
649,H2,11x23_H2,4
650,H2,11x24_H2,1
651,H2,11x25_H2,1
652,H2,11x26_H2,3
653,H2,11x27_H2,3
654,H2,11x28_H2,5
655,H2,11x29_H2,5
656,H2,11x30_H2,3
657,H2,11x31_H2,3
658,H2,11x32_H2,3
659,H2,11x33_H2,1
660,H2,11x34_H2,1
661,H2,12x10_H2,2
662,H2,12x11_H2,2
663,H2,12x12_H2,2
664,H2,12x13_H2,2
665,H2,12x14_H2,2
666,H2,12x15_H2,1
667,H2,12x16_H2,1
668,H2,12x17_H2,5
669,H2,12x18_H2,3
670,H2,12x19_H2,3
671,H2,12x20_H2,3
672,H2,12x21_H2,3
673,H2,12x22_H2,5
674,H2,12x23_H2,4
675,H2,12x24_H2,4
676,H2,12x25_H2,1
677,H2,12x26_H2,1
678,H2,12x27_H2,3
679,H2,12x28_H2,3
680,H2,12x29_H2,3
681,H2,12x30_H2,3
682,H2,12x31_H2,3
683,H2,12x32_H2,5
684,H2,12x33_H2,1
685,H2,12x34_H2,1
686,H2,13x10_H2,2
687,H2,13x11_H2,2
688,H2,13x12_H2,2
689,H2,13x13_H2,2
690,H2,13x14_H2,2
691,H2,13x15_H2,2
692,H2,13x16_H2,1
693,H2,13x17_H2,1
694,H2,13x18_H2,5
695,H2,13x19_H2,3
696,H2,13x20_H2,5
697,H2,13x21_H2,5
698,H2,13x22_H2,3
699,H2,13x23_H2,5
700,H2,13x24_H2,4
701,H2,13x25_H2,1
702,H2,13x26_H2,1
703,H2,13x27_H2,1
704,H2,13x28_H2,3
705,H2,13x29_H2,1
706,H2,13x30_H2,3
707,H2,13x31_H2,3
708,H2,13x32_H2,1
709,H2,13x33_H2,1
710,H2,13x34_H2,1
711,H2,14x10_H2,2
712,H2,14x11_H2,2
713,H2,14x12_H2,2
714,H2,14x13_H2,2
715,H2,14x14_H2,2
716,H2,14x15_H2,2
717,H2,14x16_H2,1
718,H2,14x17_H2,1
719,H2,14x18_H2,4
720,H2,14x19_H2,5
721,H2,14x20_H2,3
722,H2,14x21_H2,4
723,H2,14x22_H2,4
724,H2,14x23_H2,4
725,H2,14x24_H2,4
726,H2,14x25_H2,1
727,H2,14x26_H2,4
728,H2,14x27_H2,1
729,H2,14x28_H2,3
730,H2,14x29_H2,3
731,H2,14x30_H2,3
732,H2,14x31_H2,3
733,H2,14x32_H2,5
734,H2,14x33_H2,5
735,H2,14x34_H2,5
736,H2,15x10_H2,2
737,H2,15x11_H2,2
738,H2,15x12_H2,2
739,H2,15x13_H2,2
740,H2,15x14_H2,2
741,H2,15x15_H2,2
742,H2,15x16_H2,2
743,H2,15x17_H2,1
744,H2,15x18_H2,4
745,H2,15x19_H2,3
746,H2,15x20_H2,3
747,H2,15x21_H2,4
748,H2,15x22_H2,4
749,H2,15x23_H2,4
750,H2,15x24_H2,1
751,H2,15x25_H2,1
752,H2,15x26_H2,4
753,H2,15x27_H2,4
754,H2,15x28_H2,3
755,H2,15x29_H2,3
756,H2,15x30_H2,3
757,H2,15x31_H2,3
758,H2,15x32_H2,3
759,H2,15x33_H2,6
760,H2,15x34_H2,3
761,H2,16x10_H2,7
762,H2,16x11_H2,7
763,H2,16x12_H2,7
764,H2,16x13_H2,7
765,H2,16x14_H2,2
766,H2,16x15_H2,2
767,H2,16x16_H2,2
768,H2,16x17_H2,1
769,H2,16x18_H2,1
770,H2,16x19_H2,5
771,H2,16x20_H2,5
772,H2,16x21_H2,4
773,H2,16x22_H2,1
774,H2,16x23_H2,1
775,H2,16x24_H2,1
776,H2,16x25_H2,4
777,H2,16x26_H2,4
778,H2,16x27_H2,4
779,H2,16x28_H2,4
780,H2,16x29_H2,3
781,H2,16x30_H2,5
782,H2,16x31_H2,3
783,H2,16x32_H2,3
784,H2,16x33_H2,3
785,H2,16x34_H2,3
786,H2,17x10_H2,7
787,H2,17x11_H2,7
788,H2,17x12_H2,7
789,H2,17x13_H2,7
790,H2,17x14_H2,2
791,H2,17x15_H2,2
792,H2,17x16_H2,2
793,H2,17x17_H2,1
794,H2,17x18_H2,1
795,H2,17x19_H2,1
796,H2,17x20_H2,1
797,H2,17x21_H2,1
798,H2,17x22_H2,1
799,H2,17x23_H2,1
800,H2,17x24_H2,1
801,H2,17x25_H2,4
802,H2,17x26_H2,4
803,H2,17x27_H2,4
804,H2,17x28_H2,4
805,H2,17x29_H2,4
806,H2,17x30_H2,4
807,H2,17x31_H2,3
808,H2,17x32_H2,5
809,H2,17x33_H2,5
810,H2,17x34_H2,5
811,H2,18x10_H2,2
812,H2,18x11_H2,2
813,H2,18x12_H2,2
814,H2,18x13_H2,7
815,H2,18x14_H2,2
816,H2,18x15_H2,2
817,H2,18x16_H2,2
818,H2,18x17_H2,2
819,H2,18x19_H2,1
820,H2,18x20_H2,1
821,H2,18x21_H2,4
822,H2,18x22_H2,4
823,H2,18x23_H2,1
824,H2,18x24_H2,1
825,H2,18x25_H2,1
826,H2,18x26_H2,1
827,H2,18x27_H2,4
828,H2,18x28_H2,4
829,H2,18x29_H2,4
830,H2,18x30_H2,1
831,H2,18x31_H2,4
832,H2,18x32_H2,4
833,H2,18x33_H2,4
834,H2,18x34_H2,5
835,H2,19x10_H2,2
836,H2,19x11_H2,2
837,H2,19x12_H2,7
838,H2,19x13_H2,7
839,H2,19x14_H2,2
840,H2,19x15_H2,2
841,H2,19x16_H2,2
842,H2,19x17_H2,2
843,H2,19x18_H2,4
844,H2,19x19_H2,1
845,H2,19x20_H2,4
846,H2,19x21_H2,4
847,H2,19x22_H2,1
848,H2,19x23_H2,1
849,H2,19x24_H2,1
850,H2,19x25_H2,1
851,H2,19x26_H2,1
852,H2,19x27_H2,2
853,H2,19x28_H2,4
854,H2,19x29_H2,4
855,H2,19x30_H2,1
856,H2,19x31_H2,6
857,H2,19x32_H2,6
858,H2,19x33_H2,6
859,H2,20x10_H2,2
860,H2,20x11_H2,2
861,H2,20x12_H2,2
862,H2,20x13_H2,2
863,H2,20x14_H2,2
864,H2,20x15_H2,2
865,H2,20x16_H2,2
866,H2,20x17_H2,2
867,H2,20x18_H2,1
868,H2,20x19_H2,1
869,H2,20x20_H2,4
870,H2,20x21_H2,4
871,H2,20x22_H2,1
872,H2,20x23_H2,1
873,H2,20x24_H2,1
874,H2,20x25_H2,1
875,H2,20x26_H2,1
876,H2,20x27_H2,6
877,H2,20x28_H2,6
878,H2,20x29_H2,6
879,H2,20x30_H2,6
880,H2,20x31_H2,6
881,H2,20x32_H2,6
882,H2,20x33_H2,6
883,H2,21x10_H2,2
884,H2,21x11_H2,2
885,H2,21x12_H2,2
886,H2,21x13_H2,2
887,H2,21x14_H2,2
888,H2,21x15_H2,2
889,H2,21x16_H2,7
890,H2,21x17_H2,2
891,H2,21x18_H2,2
892,H2,21x19_H2,2
893,H2,21x20_H2,4
894,H2,21x21_H2,1
895,H2,21x22_H2,5
896,H2,21x23_H2,1
897,H2,21x24_H2,1
898,H2,21x25_H2,1
899,H2,21x26_H2,1
900,H2,21x27_H2,6
901,H2,21x28_H2,6
902,H2,21x29_H2,6
903,H2,21x30_H2,6
904,H2,21x31_H2,6
905,H2,21x32_H2,6
906,H2,22x10_H2,2
907,H2,22x11_H2,2
908,H2,22x12_H2,2
909,H2,22x13_H2,2
910,H2,22x14_H2,2
911,H2,22x15_H2,2
912,H2,22x17_H2,7
913,H2,22x18_H2,7
914,H2,22x19_H2,2
915,H2,22x20_H2,4
916,H2,22x21_H2,1
917,H2,22x22_H2,1
918,H2,22x23_H2,1
919,H2,22x24_H2,2
920,H2,22x25_H2,1
921,H2,22x26_H2,6
922,H2,22x27_H2,6
923,H2,22x28_H2,6
924,H2,22x29_H2,6
925,H2,22x30_H2,6
926,H2,22x31_H2,6
927,H2,22x32_H2,6
928,H2,23x10_H2,2
929,H2,23x11_H2,2
930,H2,23x12_H2,2
931,H2,23x13_H2,2
932,H2,23x14_H2,2
933,H2,23x15_H2,2
934,H2,23x16_H2,2
935,H2,23x17_H2,7
936,H2,23x18_H2,7
937,H2,23x19_H2,2
938,H2,23x20_H2,4
939,H2,23x21_H2,1
940,H2,23x22_H2,1
941,H2,23x23_H2,1
942,H2,23x24_H2,1
943,H2,23x25_H2,6
944,H2,23x26_H2,6
945,H2,23x27_H2,6
946,H2,23x28_H2,6
947,H2,23x29_H2,6
948,H2,23x30_H2,6
949,H2,23x31_H2,6
950,H2,23x32_H2,6
951,H2,24x10_H2,2
952,H2,24x11_H2,2
953,H2,24x12_H2,2
954,H2,24x13_H2,2
955,H2,24x14_H2,2
956,H2,24x15_H2,2
957,H2,24x16_H2,2
958,H2,24x17_H2,2
959,H2,24x18_H2,2
960,H2,24x19_H2,2
961,H2,24x20_H2,2
962,H2,24x21_H2,2
963,H2,24x23_H2,2
964,H2,24x24_H2,2
965,H2,24x25_H2,6
966,H2,24x26_H2,6
967,H2,24x27_H2,6
968,H2,24x28_H2,6
969,H2,24x29_H2,6
970,H2,24x30_H2,6
971,H2,24x31_H2,6
972,H2,24x32_H2,6
973,H2,25x10_H2,2
974,H2,25x11_H2,2
975,H2,25x12_H2,2
976,H2,25x13_H2,2
977,H2,25x14_H2,2
978,H2,25x15_H2,2
979,H2,25x16_H2,2
980,H2,25x17_H2,2
981,H2,25x18_H2,2
982,H2,25x19_H2,2
983,H2,25x20_H2,2
984,H2,25x21_H2,2
985,H2,25x22_H2,2
986,H2,25x23_H2,2
987,H2,25x24_H2,2
988,H2,25x25_H2,2
989,H2,25x26_H2,6
990,H2,25x27_H2,6
991,H2,25x28_H2,6
992,H2,25x29_H2,6
993,H2,25x30_H2,6
994,H2,25x31_H2,6
995,H2,26x11_H2,2
996,H2,26x12_H2,2
997,H2,26x13_H2,2
